token,next_token,prev_token,ego_pose_token,camera_token,filename_jpg,timestamp
b'\xd7\xd3U@\x93RVj',b'2oH7\x92\xf9X\x8f',"b'\xe8F\x86,em]\x9e'",b'\xf9o:\xdb\xc5\xd3]\x96',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/d7d355409352566a.jpg,1633942921279653
b'2oH7\x92\xf9X\x8f',b'\x8fp49\\\xa0^\xb1',b'\xd7\xd3U@\x93RVj',b's]\xd4\xce\xa0FS$',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/326f483792f9588f.jpg,1633942921379661
b'\x8fp49\\\xa0^\xb1',b'b\x9e\x95\xdc\x1c\xc1T\x1b',b'2oH7\x92\xf9X\x8f',"b'""\xc39w~\xaf_\x03'",b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/8f7034395ca05eb1.jpg,1633942921479669
b'b\x9e\x95\xdc\x1c\xc1T\x1b',b'\xddqj\x90v\x93_\xb0',b'\x8fp49\\\xa0^\xb1',b'\x80\xfca\xfd\xf5lY\x18',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/629e95dc1cc1541b.jpg,1633942921579648
b'\xddqj\x90v\x93_\xb0',b'\xb0\x88\xbf\xd8\xf9oYx',b'b\x9e\x95\xdc\x1c\xc1T\x1b',b'\x04\x19\x14\xbb\xe2\xfbYL',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/dd716a9076935fb0.jpg,1633942921679656
b'\xb0\x88\xbf\xd8\xf9oYx',b'\x88\x9a\xf1\x17\xec\xbfU6',b'\xddqj\x90v\x93_\xb0',b'\xc1\x0f\xe0-@\xdd[3',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/b088bfd8f96f5978.jpg,1633942921779664
b'\x88\x9a\xf1\x17\xec\xbfU6',b'#\xee\xf5G\x9a\xef^\xb9',b'\xb0\x88\xbf\xd8\xf9oYx',"b'\x8d\xf7\xac""\x04?_)'",b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/889af117ecbf5536.jpg,1633942921879643
b'#\xee\xf5G\x9a\xef^\xb9',b'\x07\x16[\x91\xfe5]~',b'\x88\x9a\xf1\x17\xec\xbfU6',b'j$7b\x13\x0eW\r',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/23eef5479aef5eb9.jpg,1633942921979651
b'\x07\x16[\x91\xfe5]~',b'\xba\xc9\xd9\x01\x97\xa4S\xe4',b'#\xee\xf5G\x9a\xef^\xb9',b'\xa3\x83\x00\xd4\x89j\\7',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/07165b91fe355d7e.jpg,1633942922079660
b'\xba\xc9\xd9\x01\x97\xa4S\xe4',b'\xf5\xabd\xd3\xa4\xa9Rc',b'\x07\x16[\x91\xfe5]~',b'\n\xd2\xc1\xb6\xd3g_\x00',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/bac9d90197a453e4.jpg,1633942922179579
b'\xf5\xabd\xd3\xa4\xa9Rc',b'\x8f\xc2\xa8\x1au\xffQ\x18',b'\xba\xc9\xd9\x01\x97\xa4S\xe4',b'\xae4\xe1{cEP\xcf',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/f5ab64d3a4a95263.jpg,1633942922279587
b'\x8f\xc2\xa8\x1au\xffQ\x18',b'Yy\x88BMW_<',b'\xf5\xabd\xd3\xa4\xa9Rc',b'o0\xbc;\xdc\x8f^\x8a',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/8fc2a81a75ff5118.jpg,1633942922379566
b'Yy\x88BMW_<',b'\xf6}\xbc\xc2\xc7`Pq',b'\x8f\xc2\xa8\x1au\xffQ\x18',b'+k[mF\xe1Pp',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/597988424d575f3c.jpg,1633942922479574
b'\xf6}\xbc\xc2\xc7`Pq',b'/\xae\x1f\xff\xb0\x19Y\x90',b'Yy\x88BMW_<',b';\xee\x8c\xc0\xcd\xdfX1',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/f67dbcc2c7605071.jpg,1633942922579582
b'/\xae\x1f\xff\xb0\x19Y\x90',b'Z\x81\xa9>\xcb\xc5Y\xba',b'\xf6}\xbc\xc2\xc7`Pq',b'`#`[G\x11_\xb3',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/2fae1fffb0195990.jpg,1633942922679561
b'Z\x81\xa9>\xcb\xc5Y\xba',b'{JQ\nF\xdcW\xbf',b'/\xae\x1f\xff\xb0\x19Y\x90',b'(\xec\xe8\xcf\xa0EW\xab',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/5a81a93ecbc559ba.jpg,1633942922779569
b'{JQ\nF\xdcW\xbf',b'7[X\xc6U]Sv',b'Z\x81\xa9>\xcb\xc5Y\xba',b'h#4\xdd\xcdkQ\xfb',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/7b4a510a46dc57bf.jpg,1633942922879578
b'7[X\xc6U]Sv',b'[\x1e\xe9R\\\x18W)',b'{JQ\nF\xdcW\xbf',b'\x12\xe0\xdbX\xe21\\\xa5',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/375b58c6555d5376.jpg,1633942922979586
b'[\x1e\xe9R\\\x18W)',"b""\xd5\xf6v\xdd'\nU\xf6""",b'7[X\xc6U]Sv',b'\x9eB\xde\xd3\xbc\xf8_\xd7',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/5b1ee9525c185729.jpg,1633942923079565
"b""\xd5\xf6v\xdd'\nU\xf6""",b'EG\xa1\xd3\xe6XX\x1c',b'[\x1e\xe9R\\\x18W)',b'c\x16\xd0\xa38\xefS(',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/d5f676dd270a55f6.jpg,1633942923179484
b'EG\xa1\xd3\xe6XX\x1c',b'6\x02h\x82\x8fbU\xce',"b""\xd5\xf6v\xdd'\nU\xf6""",b'\xd1\x04\x95\xea\x85IU+',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/4547a1d3e658581c.jpg,1633942923279492
b'6\x02h\x82\x8fbU\xce',b'\xffp \xcf$\xa1RY',b'EG\xa1\xd3\xe6XX\x1c',b'\x8e\x91\xbdM\xc7\xa6T\x17',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/360268828f6255ce.jpg,1633942923379500
b'\xffp \xcf$\xa1RY',"b'\xb8\xc0\xbb\x8fA\xc8V,'",b'6\x02h\x82\x8fbU\xce',b'{\xf0a\x9c\xea\xb1Q\xcb',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/ff7020cf24a15259.jpg,1633942923479479
"b'\xb8\xc0\xbb\x8fA\xc8V,'",b'\x8a\x18\xad\xa1\xe4\xa1]E',b'\xffp \xcf$\xa1RY',b'q\x80\xc6\x1b\xc7)SI',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/b8c0bb8f41c8562c.jpg,1633942923579487
b'\x8a\x18\xad\xa1\xe4\xa1]E',b'g\xc34\xba\x92EQ\x0f',"b'\xb8\xc0\xbb\x8fA\xc8V,'",b'\x97\xb3\xb4J\x82\xd0]\xd2',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/8a18ada1e4a15d45.jpg,1633942923679495
b'g\xc34\xba\x92EQ\x0f',b'\x04H}B\xa2\x15W\xe1',b'\x8a\x18\xad\xa1\xe4\xa1]E',b'l\xeb\xdf\x97\xc6\x92X\x08',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/67c334ba9245510f.jpg,1633942923779919
b'\x04H}B\xa2\x15W\xe1',b'\r\x81\xfa\x1d\xf1S_\xb4',b'g\xc34\xba\x92EQ\x0f',"b'8\x1d\xbf\x84\x88,R\xcf'",b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/04487d42a21557e1.jpg,1633942923879898
b'\r\x81\xfa\x1d\xf1S_\xb4',"b""\xd2\xc9\x80\xcc\xc3mR'""",b'\x04H}B\xa2\x15W\xe1',b'\xe4\xcf#\x1b\x81\x9fX\xb7',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/0d81fa1df1535fb4.jpg,1633942923979906
"b""\xd2\xc9\x80\xcc\xc3mR'""",b'\x08\xa9o\x12\x85\x86^M',b'\r\x81\xfa\x1d\xf1S_\xb4',b'\x97\x8a\x96\xf0!\xc9Vk',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/d2c980ccc36d5227.jpg,1633942924079914
b'\x08\xa9o\x12\x85\x86^M',b'T\x0cUt\xc6HV\xed',"b""\xd2\xc9\x80\xcc\xc3mR'""",b'6u}\xae-\x83_J',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/08a96f1285865e4d.jpg,1633942924179834
b'T\x0cUt\xc6HV\xed',b'\xd59\xc3\t\xe1EU\xb6',b'\x08\xa9o\x12\x85\x86^M',b'\xe9\xb6\xc0\x19\xda\xf7X@',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/540c5574c64856ed.jpg,1633942924279842
b'\xd59\xc3\t\xe1EU\xb6',b'\xae{\x15u\xf4OX\xfb',b'T\x0cUt\xc6HV\xed',b'%\xbd$\x9b\x8eRYY',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/d539c309e14555b6.jpg,1633942924379820
b'\xae{\x15u\xf4OX\xfb',b'\xc7^Q\x02\x94}\\u',b'\xd59\xc3\t\xe1EU\xb6',b'kPc\xf1\x0foPc',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/ae7b1575f44f58fb.jpg,1633942924479828
b'\xc7^Q\x02\x94}\\u',b'\x83\x1b\x87\tbP_\xf2',b'\xae{\x15u\xf4OX\xfb',b'_v5\x9e\xf4QY\xd4',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/c75e5102947d5c75.jpg,1633942924579837
b'\x83\x1b\x87\tbP_\xf2',b'\x0f\xe1\x99\xdb3RU\x06',b'\xc7^Q\x02\x94}\\u',"b'\xf4\xb2""\xc0\xa99T\xdb'",b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/831b870962505ff2.jpg,1633942924679815
b'\x0f\xe1\x99\xdb3RU\x06',b'~\x0c\x81y\xf3\xc3P\xf2',b'\x83\x1b\x87\tbP_\xf2',b'\xa5\x8eg\xcbj&Y\xcc',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/0fe199db33525506.jpg,1633942924779823
b'~\x0c\x81y\xf3\xc3P\xf2',b'pq\x05BA\x88Y\r',b'\x0f\xe1\x99\xdb3RU\x06',b'c\xac\xf7\xf8\x93\xc2V\x0b',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/7e0c8179f3c350f2.jpg,1633942924879832
b'pq\x05BA\x88Y\r',b'\xaa\xc6\x80\x11@\xaeUF',b'~\x0c\x81y\xf3\xc3P\xf2',b'\xec\x82\xb1\xa0)\xec^/',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/707105424188590d.jpg,1633942924979810
b'\xaa\xc6\x80\x11@\xaeUF',b'^\xde\xaa\xdd6\xccT\x92',b'pq\x05BA\x88Y\r',b'T[\xd3\x18\xef\x8d\\w',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/aac6801140ae5546.jpg,1633942925079819
b'^\xde\xaa\xdd6\xccT\x92',"b'\x8d,\x04\xf6V\x14_\xb1'",b'\xaa\xc6\x80\x11@\xaeUF',b'\xa3\x8f\x9d\x9b\xde\xbbX\x9d',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/5edeaadd36cc5492.jpg,1633942925179738
"b'\x8d,\x04\xf6V\x14_\xb1'",b'n6\x143\xa9\xcf_u',b'^\xde\xaa\xdd6\xccT\x92',"b'a?\x9e%""rS*'",b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/8d2c04f656145fb1.jpg,1633942925279746
b'n6\x143\xa9\xcf_u',b'Y\xd5<\x8f*\x05\\(',"b'\x8d,\x04\xf6V\x14_\xb1'",b'\xabh\xd8\xdeK\xf7RP',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/6e361433a9cf5f75.jpg,1633942925379754
b'Y\xd5<\x8f*\x05\\(',b'\xee\x9c\x04+\xcf\x90S\xe8',b'n6\x143\xa9\xcf_u',b'\xac!\x93@J\x18R\xc4',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/59d53c8f2a055c28.jpg,1633942925479733
b'\xee\x9c\x04+\xcf\x90S\xe8',b'\x1c\x941;U\x13Rx',b'Y\xd5<\x8f*\x05\\(',b'\xd1\x1f\xd2\xb0_$V\xd2',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/ee9c042bcf9053e8.jpg,1633942925579741
b'\x1c\x941;U\x13Rx',b'<\xe4}\x83E\x97Q(',b'\xee\x9c\x04+\xcf\x90S\xe8',b'\xb4N\x0cG\xf0\rW\xef',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/1c94313b55135278.jpg,1633942925679750
b'<\xe4}\x83E\x97Q(',b'a\x8e\xeak\xb4\x97\\W',b'\x1c\x941;U\x13Rx',b'\x1f\x83\xfd?X\xbaV\xef',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/3ce47d8345975128.jpg,1633942925779728
b'a\x8e\xeak\xb4\x97\\W',b'\x13\x1f\xbd6\xd6GQ:',b'<\xe4}\x83E\x97Q(',b'\x0b\x9e\xc7\xc7E\xc1^\xfc',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/618eea6bb4975c57.jpg,1633942925879737
b'\x13\x1f\xbd6\xd6GQ:',b'6\xb1\x18&\xab\x0e[)',b'a\x8e\xeak\xb4\x97\\W',b'2\xea\x94q\xab\x00S`',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/131fbd36d647513a.jpg,1633942925979745
b'6\xb1\x18&\xab\x0e[)',b'2\xff\xa5\x9e\xadhW\xd7',b'\x13\x1f\xbd6\xd6GQ:',b'\x7fH\x03\xf0\xc8&R\xf2',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/36b11826ab0e5b29.jpg,1633942926079724
b'2\xff\xa5\x9e\xadhW\xd7',b'\xb8\x1a\xc4\xb6\x07\xb5^r',b'6\xb1\x18&\xab\x0e[)',b'\xb5\xe9\xbd\x88X\x08W\xde',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/32ffa59ead6857d7.jpg,1633942926179673
b'\xb8\x1a\xc4\xb6\x07\xb5^r',b'\x08\x11\x81\xf1\xc7;S\xce',b'2\xff\xa5\x9e\xadhW\xd7',b'\x99\x02\xa8\x0c\xf4OZ\xe4',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/b81ac4b607b55e72.jpg,1633942926279651
b'\x08\x11\x81\xf1\xc7;S\xce',b'#$h\xb24\x02_\xd3',b'\xb8\x1a\xc4\xb6\x07\xb5^r',b'2\xc9u\x00\xd6\xa6]\xe9',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/081181f1c73b53ce.jpg,1633942926379660
b'#$h\xb24\x02_\xd3',b'\xf3\xdf\xa3D\xe5\xc6]\xe7',b'\x08\x11\x81\xf1\xc7;S\xce',b'\x00\xffsg{EW1',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/232468b234025fd3.jpg,1633942926479668
b'\xf3\xdf\xa3D\xe5\xc6]\xe7',b'\xb1\xab-\xc1L\x1aR\x15',b'#$h\xb24\x02_\xd3',b'\xbb\xa0\xa8m\x90+QN',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/f3dfa344e5c65de7.jpg,1633942926579676
b'\xb1\xab-\xc1L\x1aR\x15',b'\xaeN(\x8f\x9b:U|',b'\xf3\xdf\xa3D\xe5\xc6]\xe7',b']\xa6\xa2\xd4F\xdbU\xe3',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/b1ab2dc14c1a5215.jpg,1633942926679655
b'\xaeN(\x8f\x9b:U|',"b""\xe2'\x92D\x1bNY\xe9""",b'\xb1\xab-\xc1L\x1aR\x15',b'\xc6\xc3\xb4\xc3c/_g',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/ae4e288f9b3a557c.jpg,1633942926779663
"b""\xe2'\x92D\x1bNY\xe9""",b'\xe3\xff\xdb\xaa\xd0\x96^C',b'\xaeN(\x8f\x9b:U|',b'\xec\xe1UF\xd5\x1dP@',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/e22792441b4e59e9.jpg,1633942926879671
b'\xe3\xff\xdb\xaa\xd0\x96^C',b'\xaeO\\R\x8b\x9cV8',"b""\xe2'\x92D\x1bNY\xe9""",b'W\xe3a\x01\xd5\xc3Xr',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/e3ffdbaad0965e43.jpg,1633942926979650
b'\xaeO\\R\x8b\x9cV8',"b""\x01\xf7\xbc'\xd8\xe4Z.""",b'\xe3\xff\xdb\xaa\xd0\x96^C',b'\xcf\xf7d\xc1RH^\xe6',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/ae4f5c528b9c5638.jpg,1633942927079658
"b""\x01\xf7\xbc'\xd8\xe4Z.""",b'\xd0\x81\x19\xb4J\xf7S\xb5',b'\xaeO\\R\x8b\x9cV8',b'\xdc\xc0\xf7s\xfd\xf2Q\x14',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/01f7bc27d8e45a2e.jpg,1633942927179578
b'\xd0\x81\x19\xb4J\xf7S\xb5',b'~\x9c\x99M\xed\x80]\xa2',"b""\x01\xf7\xbc'\xd8\xe4Z.""",b'B\t>R\x0f\xfd]+',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/d08119b44af753b5.jpg,1633942927279586
b'~\x9c\x99M\xed\x80]\xa2',b'\xa5\xfcJ\x90\xf9\x8fY\xd5',b'\xd0\x81\x19\xb4J\xf7S\xb5',"b""M\x8a\x7f\xb2'\xdb_\xed""",b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/7e9c994ded805da2.jpg,1633942927379565
b'\xa5\xfcJ\x90\xf9\x8fY\xd5',b'\xc5c\x00\x7f\xcb\xf2_\xf7',b'~\x9c\x99M\xed\x80]\xa2',b'\xc2d\xd5L\xcf\xe1]4',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/a5fc4a90f98f59d5.jpg,1633942927479573
b'\xc5c\x00\x7f\xcb\xf2_\xf7',b'EM%\x98\xdc\tV\xc8',b'\xa5\xfcJ\x90\xf9\x8fY\xd5',b'\xcfe\xf5`\x12FU\xc1',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/c563007fcbf25ff7.jpg,1633942927579581
b'EM%\x98\xdc\tV\xc8',b'\xeaX\xa08\xaf\xce]\x02',b'\xc5c\x00\x7f\xcb\xf2_\xf7',b'B\xb9\xa3\x13K\tUd',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/454d2598dc0956c8.jpg,1633942927679560
b'\xeaX\xa08\xaf\xce]\x02',b'\nO\xcf\xa0\xc4pW\xc7',b'EM%\x98\xdc\tV\xc8',b'oud\x0f\x95\x07QY',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/ea58a038afce5d02.jpg,1633942927779568
b'\nO\xcf\xa0\xc4pW\xc7',b'\xd1\x99\x02\x7f\r\xe7[U',b'\xeaX\xa08\xaf\xce]\x02',b'1\xc7`WAsX\xf0',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/0a4fcfa0c47057c7.jpg,1633942927879576
b'\xd1\x99\x02\x7f\r\xe7[U',b'\\\xc4\xb6\xc7\xc3?W\x90',b'\nO\xcf\xa0\xc4pW\xc7',b'\xa1&Yfl\xca_\xf0',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/d199027f0de75b55.jpg,1633942927979585
b'\\\xc4\xb6\xc7\xc3?W\x90',b'\x8a\x8b\xd3\xcc\x84ZX#',b'\xd1\x99\x02\x7f\r\xe7[U',b'\xb5Uh\x9aG\xc8T\xd6',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/5cc4b6c7c33f5790.jpg,1633942928079563
b'\x8a\x8b\xd3\xcc\x84ZX#',b'\xe51DOs\xb8S*',b'\\\xc4\xb6\xc7\xc3?W\x90',b'\xfd=S\x9b\xd0\xedZ\x8f',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/8a8bd3cc845a5823.jpg,1633942928179513
b'\xe51DOs\xb8S*',b'\x1dL\xfc\xa3\x93\x9bT\x0b',b'\x8a\x8b\xd3\xcc\x84ZX#',b')\xb1\x94\x8c\xbb\x0f\\.',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/e531444f73b8532a.jpg,1633942928279491
b'\x1dL\xfc\xa3\x93\x9bT\x0b',b'\xf4\xe2\x8f\xf4\xb2\xe4]\xd1',b'\xe51DOs\xb8S*',b'#\xab\xdb\xf1\x88N\\\xda',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/1d4cfca3939b540b.jpg,1633942928379499
b'\xf4\xe2\x8f\xf4\xb2\xe4]\xd1',b'\x87\xdft\x8b\xc3\x99Tc',b'\x1dL\xfc\xa3\x93\x9bT\x0b',b'\xca>\xe0\xb0\x05\xcc\\\xee',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/f4e28ff4b2e45dd1.jpg,1633942928479508
b'\x87\xdft\x8b\xc3\x99Tc',b'\x1e\xd6\xec\xb17\xaeQ\x96',b'\xf4\xe2\x8f\xf4\xb2\xe4]\xd1',b'\xf0q\x89k\x06\xff]\x87',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/87df748bc3995463.jpg,1633942928579486
b'\x1e\xd6\xec\xb17\xaeQ\x96',"b""\x87'K[\x16\x13]\xa1""",b'\x87\xdft\x8b\xc3\x99Tc',b'\x82*\r\x1dzWU\x8d',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/1ed6ecb137ae5196.jpg,1633942928679495
"b""\x87'K[\x16\x13]\xa1""",b'\x00{\xb8\xca\xee\xaf^\xb8',b'\x1e\xd6\xec\xb17\xaeQ\x96',b'\x88\xe9\x02\xc4\xf9\t^\xb2',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/87274b5b16135da1.jpg,1633942928779918
b'\x00{\xb8\xca\xee\xaf^\xb8',b'Q\x15D\x8e\x86\xfcP\x8e',"b""\x87'K[\x16\x13]\xa1""",b'(\xa2\xa3]7\xafY\xe4',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/007bb8caeeaf5eb8.jpg,1633942928879897
b'Q\x15D\x8e\x86\xfcP\x8e',b'\x0f\xc0\x12\x0c/tS\x91',b'\x00{\xb8\xca\xee\xaf^\xb8',b'\xbc\xa5\xe3\x9d{HZd',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/5115448e86fc508e.jpg,1633942928979905
b'\x0f\xc0\x12\x0c/tS\x91',"b""ik\n\x1f'nR\x96""",b'Q\x15D\x8e\x86\xfcP\x8e',b'|\xe6 \xe1`\xadPV',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/0fc0120c2f745391.jpg,1633942929079913
"b""ik\n\x1f'nR\x96""",b'\xbc.\xed\xbb\xd6S\\m',b'\x0f\xc0\x12\x0c/tS\x91',b'>a]\x99\x86\xe9]\xca',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/696b0a1f276e5296.jpg,1633942929179833
b'\xbc.\xed\xbb\xd6S\\m',"b'~""\xc7\xc1\xec\xe2V.'","b""ik\n\x1f'nR\x96""",b'8C\xa4\x81/W_\x10',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/bc2eedbbd6535c6d.jpg,1633942929279841
"b'~""\xc7\xc1\xec\xe2V.'",b'\xe0\xf0;\xed\x99\x8b[\xf4',b'\xbc.\xed\xbb\xd6S\\m',b'\xbaT!\xaeccTN',b'n\xbck\xf7\xc2ZZ\xb3',2021.10.11.08.31.07_veh-50_01750_01948/CAM_L0/7e22c7c1ece2562e.jpg,1633942929379820
