token,timestamp,x,y,z,qw,qx,qy,qz,vx,vy,vz,acceleration_x,acceleration_y,acceleration_z,angular_rate_x,angular_rate_y,angular_rate_z,epsg,log_token
b'\xfd)\x89\xe0\xdbzT\xf0',1633942879453340,365320.13064537727,144125.796866544,21.24001833277405,0.8939533324922032,0.0023541685903520856,-0.01594637797092204,-0.44787008188306265,5.8359974989921986,0.006838317177304201,-0.06091205484771729,0.39526739270440414,-0.008150698025517484,0.18955654086775353,-0.01808050979331013,-0.007357191466758192,-0.004108547489065321,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'e\x11\x93c\xd4\xf9_\xae',1633942879463017,365320.16258743795,144125.7526554665,21.2420194579163,0.893930905992926,0.002312136394598195,-0.015946940272777863,-0.44791504153343176,5.841228368597304,0.006585068304755392,-0.05721591199689911,0.6033831774621912,0.040156783787866045,0.2165613968602525,-0.016220852508957353,-0.008787700601800896,-0.0035363409637656686,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\xe0i\x19f\xab\xd2Ub',1633942879472759,365320.1958232739,144125.7080929894,21.234745383211877,0.8939242859251013,0.002274700567131972,-0.01584250551949776,-0.4479321508772197,5.847542218166508,0.0067143525770603845,-0.056622115721669086,0.5529814102739042,-0.004950572626094931,0.20019481587648838,-0.017007552949099097,-0.00828697931472849,-0.0029642081105389264,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'P\xf2\xf2\x92|\xf8^\xd7',1633942879483156,365320.231508462,144125.66024555222,21.235756247286112,0.8939162986186753,0.0021830540373662262,-0.015834968502862208,-0.44794881304840023,5.854104036512454,0.006256359912638069,-0.055188109541594546,0.6441596622081538,-0.06543385420946636,0.1801287812390539,-0.016888249001563587,-0.006784693228868322,-0.0029642171770297467,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\xa0\xa5\x80r]\x1dUi',1633942879493437,365320.2664865469,144125.61338237463,21.23819172894731,0.8939099736053322,0.0020973754438278957,-0.015800139448677985,-0.44796307403463986,5.858108619548209,0.005786402657317726,-0.05311099449799604,0.5250928531769722,-0.07819198384951925,0.00810297974537032,-0.017651189001563587,-0.0004904382288683231,-0.0023920121770297465,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\xbf\xea\x87n\xa2\xa6\\&',1633942879503123,365320.29839545477,144125.5689142155,21.240069665344805,0.8939010146338544,0.0020574561425866175,-0.01579470003262735,-0.44798132813954017,5.862515900187991,0.004103003044458438,-0.04992081027351687,0.5005834527779832,-0.05977017552384097,0.18063838313797276,-0.017021774896702434,-0.005811955176880824,-0.0034219796653034928,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'R\xbc\xd5V[\xe5P*',1633942879512529,365320.330682888,144125.52556856442,21.24105142676375,0.8938972234926319,0.0019798323263531736,-0.015776562500678423,-0.44798988177389154,5.867488849593538,0.003429975704987093,-0.0484926067584837,0.5400835773985571,-0.08429001943078081,0.1787033399773306,-0.016935853621182672,-0.00406670596356722,-0.0013906583937696715,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\xca\xbf\x83\xed\x84\xaeZi',1633942879522732,365320.365735288,144125.47858256436,21.23529317394536,0.8938918642871454,0.0019465210512915794,-0.015686524211206934,-0.44800388276801784,5.871706387525213,0.002608241948087453,-0.04602788039616293,0.4654498444244313,-0.11162265100774767,0.19852999868919113,-0.012978102371182673,-0.00573563721356722,-0.0022012821437696712,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'PJr\x8c\xe3\xc8ZN',1633942879533064,365320.4011451049,144125.43103773805,21.236405529801957,0.8938886417116408,0.001885714298318164,-0.01566859125746343,-0.44801120024895535,5.877759740173532,0.0010795518134444695,-0.04440421793406252,0.6002095007935598,-0.1603447390792991,0.17405767556701549,-0.012469395992850471,-0.002238627787778685,-0.001120457177711785,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\n\x1b\x1fz\xb9_VW',1633942879543482,365320.43545593164,144125.38332750674,21.238805560282845,0.8938729362613865,0.0018458930349553565,-0.01568440730428743,-0.4480421474212712,5.8817478011858775,-0.0005204142102989235,-0.040845297280636475,0.5359405025773061,-0.06917824140577403,0.21755842280580065,-0.01328796703451714,-0.0019207361211120188,-0.0003893063443784518,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\xa4\xe5N\xcb\xd7%V\xef',1633942879552985,365320.46779255255,144125.33988329358,21.239874405896508,0.8938712296816637,0.0018021093959576984,-0.015653162091184843,-0.44804682307283755,5.886083295523537,-0.0004557225881213745,-0.03898959294487876,0.4708885293234016,0.001041832596688034,0.1910130490546538,-0.011642797287227653,0.001798540800973913,-0.0006754768876671446,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\x93\x05\x97\\\xa9\xe8]\xed',1633942879563283,365320.50289016974,144125.29282546262,21.242265108135786,0.8938664545867228,0.0017330718532507514,-0.015647040545396874,-0.4480568356232103,5.890022000951309,-0.0005105096042188478,-0.03470497931593684,0.5353178593002181,-0.03993964280416492,0.30125915080667126,-0.011356694787227653,0.00022497705097391282,-0.001676835637667144,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\x95\x94=a\xcapT\x1e',1633942879573016,365320.5354579055,144125.24762889225,21.234807754058814,0.8938554197348897,0.0017876779335524622,-0.015531217595182573,-0.44808266435801913,5.896433256379385,-0.002529234462546671,-0.03265117155023764,0.4914875777828799,-0.11190232821741704,0.32000889074939937,-0.008896233263967279,-0.0014058662014247074,-0.0009043569205615548,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b')\x01\xee\x81J\xc8S\x98',1633942879583463,365320.5714965178,144125.199188711,21.23608736950771,0.8938532217826977,0.0017635773231819613,-0.015517114484767624,-0.44808763301589055,5.901312408215608,-0.004151783686578925,-0.02924700129424515,0.47668958238713854,-0.1645543048491352,0.3305756485020742,-0.005539118197055144,0.00036825438024830305,-0.0008662715831755524,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\x0f4\x11\x1eW$Y>',1633942879592710,365320.6031437098,144125.15675489482,21.238415267496407,0.8938500690562515,0.0017027554314500944,-0.015550303469095242,-0.4480930067899903,5.903926616116088,-0.004890021937529625,-0.02429268464348533,0.4828733036445122,-0.11937755963673083,0.47022475001426545,-0.006492793197055144,-0.002206668119751697,-0.0009616390831755524,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'6A\xb30\xd3\x90]\xf2',1633942879603246,365320.63942660997,144125.10800168436,21.24023292269597,0.8938265167402928,0.0016737884774437831,-0.015525013709823244,-0.44814097151829096,5.90966386858919,-0.005486512542931379,-0.019598144839546416,0.5867044537951508,-0.13807113825195935,0.37582696899495793,-0.006238505518077288,0.0038649584520052123,-0.0010570037125464777,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\xc48#\xb2\xf7\xf9Q8',1633942879612742,365320.67180236656,144125.06437792437,21.241514644352954,0.8938256162820516,0.001641052979142207,-0.015475498098653865,-0.4481446011966772,5.914466561961124,-0.007256071651288015,-0.015225505956512536,0.5222282361677906,-0.19682333306055094,0.4376338770735562,-0.011299355654454037,0.006433499027076126,-0.00044675578422734107,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\xaf@5\xf0F\xb4Vr',1633942879622898,365320.7068294561,144125.01734342583,21.23544274207451,0.8938260022754008,0.001640178165896917,-0.015305639836019999,-0.4481496679248678,5.919003108453319,-0.009061342334766815,-0.012136376090237794,0.49967287732933985,-0.2279602192092441,0.2640380027652318,-0.011928781154454036,0.016675968527076125,-0.00010343278422734232,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\xac\x91U\xd4G\xed]\xea',1633942879633320,365320.7426182152,144124.96903140735,21.23688733628325,0.8938248340086803,0.0015985804321568004,-0.015223232613293499,-0.4481549551647941,5.9246072189189185,-0.010665086214498118,-0.010155467450742556,0.5513337931971198,-0.16351909858630378,0.13100470499009098,-0.014718230088376898,0.010811010604871888,-0.0006041198902048282,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\x86$\x0e\x80Y`_\xd1',1633942879642843,365320.77528560295,144124.9243683015,21.23768283829422,0.8938183473764754,0.0015776248420506299,-0.015126475887595274,-0.44817124262971864,5.931033512733076,-0.010694931267022565,-0.009933378980202995,0.5683081795448081,0.030051165497486394,-0.0379919455729783,-0.017046786546710234,0.010413646021538553,0.00015087281812850489,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\xb1\xfd\x84\x80c\xedWr',1633942879653516,365320.81152284786,144124.87569472656,21.24003253259908,0.8938143546750129,0.001497548739665208,-0.01509598690310375,-0.44818050817062977,5.9354468154998115,-0.011057095499492707,-0.011813873076031517,0.5892553363408081,-0.09555043235092962,-0.2647261013489967,-0.012691633616960104,0.008665304706465904,-0.0012478895356835564,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'm\xed\xc7\xbd\x10\x19X\xbf',1633942879663200,365320.8443598141,144124.83106539617,21.242020703828192,0.8938133741990538,0.0014551826937633492,-0.015066750762264478,-0.4481835869012808,5.939953181244651,-0.011796687786439433,-0.013547449528808903,0.6008300041392183,-0.08315621299863762,-0.2867944028790923,-0.009926023894364377,0.01009569842137297,-0.0018200929087528648,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\x9a\xb2\xc2\x87\xfa\x18_*',1633942879672759,365320.87744188996,144124.7864055782,21.234907752746622,0.8938110715591023,0.0014720543965607122,-0.014909942406104397,-0.44819336790237024,5.9463610824496005,-0.011357200738468052,-0.015455968712678098,0.5673375778176694,0.03812884405636488,-0.15060074697351902,-0.011928752897142665,0.006233224149274041,-0.001533972667866776,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\xdcS\xd7\xc2z\x80WN',1633942879683229,365320.9133966352,144124.73810429676,21.23735974393837,0.8938082092862911,0.0013711888763635945,-0.014897458889615018,-0.44819981099073586,5.949632258653681,-0.01031232710543474,-0.017913820716923268,0.5051315090566486,0.044868416467703204,-0.3192493741501039,-0.014846907100206242,0.004488254121500376,-0.0005612335378809141,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'v\xf8\xf2\x9c\x8d\xed^\xac',1633942879692724,365320.94626595447,144124.69318970037,21.238089262971847,0.8938216726503728,0.0013433980939499747,-0.014830088337631173,-0.4481752796194241,5.955383011586744,-0.010693308650588523,-0.020583527536709,0.5044750746931495,0.046531621479548466,-0.3191757267242906,-0.01484695463245089,0.004488127096101562,-0.0005612315081601184,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\x15C\x13\xbe\xef\xf3W\xd1',1633942879703320,365320.9823709302,144124.644687682,21.240459016872535,0.8938170921164447,0.0012394505519042905,-0.014823878311975588,-0.4481849196867565,5.961265389904794,-0.009669370615592539,-0.022848597633234408,0.7322155933433839,0.04066052762254248,-0.2966400292563573,-0.015004276863032167,0.0002252588617862277,-0.0012478069956303065,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\xf4\xcams$\xc8^\xb5',1633942879712976,365321.0154877432,144124.59940434713,21.241235805706467,0.893816721474494,0.0012179486146123135,-0.014790601512941743,-0.44818681720979314,5.967912286588814,-0.009822151693611288,-0.025222487289257495,0.6169250497447539,0.041587038480280086,-0.2542917451573145,-0.010943256095341964,-0.0005218804895732098,-0.0020743238902659377,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\x16\xae|\xab\x84\xe5UM',1633942879723337,365321.0516420593,144124.55084387094,21.235249268882153,0.8938101168689594,0.0011989384947533534,-0.014687772414673709,-0.44820342130630575,5.97359934470215,-0.008209187240886312,-0.02781253507810326,0.6105564130104293,0.10303654691194114,-0.268044928438087,-0.009544493729097853,0.0009404692462545633,-0.002773667250338384,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\xed\xec\x97\xd1\x96\xfb[\x03',1633942879732648,365321.0840787955,144124.5071749338,21.236346983873126,0.8938061772159072,0.0011600844470389458,-0.01469264019723089,-0.4482112204070721,5.977632082664548,-0.006549329694509971,-0.030074449411138723,0.4432814606491783,0.17148961082577024,-0.21984186656713892,-0.007255618659268437,-0.004781414544099536,-0.0016292645284185282,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'=\x0f\xa6\x94\x8f\x9bX?',1633942879743094,365321.12014374044,144124.45876969883,21.23878181861,0.8937987729278887,0.0010880979904280988,-0.014725690829911688,-0.448225081387628,5.9807348669660385,-0.004924721134587156,-0.02866555673596001,0.47068923427684933,0.11352877349849103,0.06730879992131887,-0.007708614284268438,-0.004209209544099536,-0.002606781403418528,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\xdf\x82wsv\x13X\xfe',1633942879752925,365321.15358792327,144124.41348305123,21.23969886999579,0.8937966212327203,0.0010889650507609077,-0.014722263139920637,-0.4482294825155194,5.986083212782857,-0.004029998757011329,-0.02950213674756086,0.5162541032941301,0.12214114129867362,-0.07812582983419315,-0.0021296414848238385,-0.0019920051790416103,-0.002249150956661627,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'M\xe54\xd8\xc7\x19V+',1633942879763401,365321.1900322604,144124.36459870532,21.242316539218884,0.8937836941097191,0.0010568100186000662,-0.014785198813927007,-0.44825326456390846,5.988739795782436,-0.001826501748068916,-0.03020869729557693,0.4549830130453756,0.17235291585932397,-0.14513674014230246,0.0003737765390144467,-0.003637066988497095,-0.005253215451267076,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'^F\xf9\xd8\x96VZ9',1633942879772991,365321.2236184181,144124.31953637252,21.235005334123535,0.893777217268284,0.0011161722907082848,-0.014709278493277193,-0.4482685324420926,5.995197256420529,-0.0010361850399525057,-0.030789027817349407,0.5697224146168265,0.0664024812573059,0.06184481255380862,0.003970484096613115,-0.005435541756632838,-0.00345485241504356,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\x99\xda\x96\x96\x9atV6',1633942879783565,365321.2600353831,144124.2702726909,21.236259378374534,0.893781476234895,0.0011594805610155646,-0.014744201065091321,-0.4482587833820468,6.001084296027758,-0.0010598674444020758,-0.030247119719342838,0.5793886811050999,0.04793553223081536,0.065748623683361,0.00843674507963884,-0.002180402841973897,-0.00452495953039171,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\x90\xbak\xf5\xdd1Y\xd6',1633942879792942,365321.2927266412,144124.2264434416,21.238673204084286,0.8937720387290422,0.0011711860470397443,-0.014813778445374771,-0.4482752760052085,6.004548835122882,-0.00042293784974118016,-0.028777476112504613,0.5791817206641268,0.046995748889808085,0.06571529648532407,0.00843677034632987,-0.0021804042778806455,-0.004524888379707777,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\xb8\xb8\x02\xc3Z>[V',1633942879803273,365321.3288119144,144124.17806575747,21.241069160667166,0.8937638527485947,0.00120003667923542,-0.014877234372637809,-0.4482894191584032,6.0089764888076465,-0.0005081955023993087,-0.026863906208404398,0.5932849521581748,-0.02387230831686128,0.10505722465039806,0.010029844229915192,-0.0011336338930648857,-0.0036795807774117045,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'~\xfa6J\x8f\xb7V\x85',1633942879812713,365321.3615427523,144124.13418339367,21.24222756980671,0.8937562780441398,0.0012393635980776463,-0.014896807143380389,-0.4483037637266622,6.013412157219792,-0.0016877633848092375,-0.026309025593817287,0.4870422344990748,-0.15140057835477286,0.06091431313956753,0.009457644005440819,8.221704255842125e-05,-0.003894153512773924,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'1\x1eKY\x17\xfcP\x12',1633942879823126,365321.3979213471,144124.08419016583,21.234550784444565,0.8937505650763294,0.0013699057915047433,-0.014790327900725365,-0.44831829873924756,6.021249105676036,-0.004277558977776173,-0.02570836047183453,0.555732883263977,-0.1699563226034328,0.13659503151343325,0.007469231630440822,0.001398288542558421,-0.0030787613877739243,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\xb89k\xb8\xcf\x84T#',1633942879832527,365321.4308581676,144124.03998893558,21.236730698131826,0.8937415914012438,0.0013603958884538254,-0.014830136870678415,-0.44833490178994084,6.023774053261715,-0.005839900037141914,-0.023679067067639087,0.42657368050747657,-0.21285737960642995,0.13897158465798187,0.0032350748122737423,-0.0013479799666559775,-0.004108745443750514,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
"b""\x14\xbe\x12Z'\x80Pj""",1633942879842945,365321.4672115981,144123.99118491545,21.23905363516167,0.893731143314206,0.0013578904165679351,-0.014865365389347305,-0.44835457008459284,6.027170211576036,-0.0073621145614817165,-0.021209473682314878,0.4803090512852995,-0.1960841883107222,0.16607461202421844,0.00396332047733419,0.0012528770685145039,-0.004420854877267272,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\x84\xa6\xb7\xe9\x80\x08P\xfb',1633942879853572,365321.5041607907,144123.94144441557,21.240418141622527,0.8937252606055879,0.001374589790305505,-0.014869013850641804,-0.4483661243732536,6.032744105622611,-0.009317804483940628,-0.019990715422433858,0.5423834560753052,-0.20574172995872084,0.11374233087037808,0.003071554337366027,0.0008589348498880361,-0.0026373563999767266,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'k\xc3\x19SlU[\xcb',1633942879863103,365321.53657171025,144123.89621800807,21.242111452711068,0.8937284014518868,0.0014111548809594306,-0.014884777445805623,-0.44835922704963477,6.037596100234286,-0.012138461990709377,-0.019130815963742304,0.5670764130238944,-0.1693472865914905,0.007106377086577225,0.00186174948022317,0.0020850884213166076,-0.002735448685691012,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\x8eN0Pk\xc6X\x0f',1633942879872693,365321.5704847537,144123.8504657032,21.23481541410488,0.893716001883626,0.0014702548507895218,-0.01476750249845464,-0.4483876305137984,6.045077777461522,-0.013181479233474524,-0.019505179686842955,0.6736844695607164,-0.14796208690339085,0.03868313976853412,-0.00019811770934870178,0.0020850690606069645,-0.006397518285249164,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\xb6W\xad\x08\xd9\xa8R\x02',1633942879883127,365321.6069356251,144123.80146633333,21.237206780111332,0.8937075349186736,0.001417020122608796,-0.01479662147336451,-0.44840371773273036,6.050482395663736,-0.014631386337471134,-0.017889898780153624,0.6987275108123681,-0.21065630009711836,0.10485873365668932,-0.0032151106614262625,-4.7432925644068965e-05,-0.0031203536294758293,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\x81\x19\x0eM\xd1\xa7Z\n',1633942879893569,365321.6436756414,144123.75177586038,21.238580363719656,0.8937017384471907,0.0013950355212549558,-0.014755427094698544,-0.4484166967716709,6.054728659832614,-0.016812929795305295,-0.017265178405294263,0.4155473060927671,-0.23019463081390995,0.029454125763140434,-0.007636738228825139,0.005273219750004223,-0.0025555787184875357,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
"b'Z*\x87\xd7\xbf""\\\x1a'",1633942879903165,365321.6763230829,144123.70604232114,21.240218862768486,0.8936834123339895,0.0013908813518986902,-0.014741822445552074,-0.4484536794799719,6.058277607042773,-0.019448184612555118,-0.016184172192746565,0.41603559674545004,-0.2295037309352415,0.02943098063946014,-0.007636738228825139,0.005273219750004223,-0.0025555787184875357,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\x04\xc5\x1c\x1fq\xe2W\xbe',1633942879912593,365321.70956507954,144123.66096740976,21.241490072474928,0.893679850977139,0.001347185386222345,-0.014705226477994503,-0.4484621114021171,6.062617064883262,-0.021357734135082455,-0.014049676935005528,0.46934662377177183,-0.21795502905467296,0.21403680844670506,-0.012132580326423777,0.0028208770140629317,-0.001574720851829935,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'I\x12g\xda\xd2\xefRJ',1633942879922774,365321.745564828,144123.61211596738,21.23423154573071,0.8936784132095695,0.001344229308746285,-0.014553026892042239,-0.4484699501851501,6.070446192977011,-0.021993316375817876,-0.015708084146058898,0.6658696732703415,-0.06944060592058773,-0.09317868726868174,-0.014312408897852348,0.0023394982045391224,-0.0008662765661156489,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\xe9\x93LdVeT ',1633942879932996,365321.78170805075,144123.56348385316,21.23654566175186,0.8936745195431055,0.0012362629856763996,-0.014550524451150971,-0.44847810092737694,6.0767857253448065,-0.02031405000087942,-0.015045962089562492,0.7915653217722187,0.08027980668996304,0.018422455572509617,-0.013358646664148138,0.0003688353301042459,-0.0006755510483699616,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\xabR\xe0\x16q\xcfZ\x04',1633942879943352,365321.8181056896,144123.51451754593,21.23891280000766,0.8936716317037338,0.0011311885694923565,-0.01454919472276556,-0.4484841759006948,6.080154067596403,-0.018510376366358095,-0.013729885474567466,0.5032856489762111,0.0998603805156833,0.0831937818692418,-0.013072614227975097,0.0014416126832488213,-0.0002463988335648921,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\xd7T\xb9i@FPx',1633942879952977,365321.8503076777,144123.46880429858,21.24006464968953,0.8936248069510551,0.0011403308362607108,-0.01453069540203433,-0.4485780455376821,6.085101416299393,-0.018645343390456766,-0.013498701426309712,0.5123490030962711,0.056408936781328134,0.004832351182904371,-0.013295203607598897,0.0034203695485456086,-0.0006755538730672758,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'(\x9e|A\xfa_T.',1633942879963433,365321.88724793174,144123.4187476006,21.241476773332497,0.893618661163166,0.0010889696820551,-0.014499414246375505,-0.44859142830920695,6.091531247785138,-0.018001833288350873,-0.01333927610320973,0.6292075213879446,0.04613880857106315,0.01009241968813443,-0.011887270310907633,0.0009408193452364548,-0.002474141196184775,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b';\x7f\xb9\x8fh\x8a[B',1633942879973001,365321.92039005726,144123.37181040994,21.234425556718037,0.8935847513466744,0.0011245150127195524,-0.014393410364484183,-0.4486622976858741,6.098328888733932,-0.018118357731270632,-0.013671258503784395,0.6292872712846618,0.047279530433679516,0.010203449886287859,-0.011887270310907633,0.0009408193452364548,-0.002474141196184775,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'az\xb0N\xf7\x92^V',1633942879982610,365321.95418665174,144123.32632424295,21.236578293268195,0.8935789982456303,0.0010507704292602017,-0.01440936377064803,-0.4486734224484064,6.103210906900557,-0.016388926601276436,-0.014764528815363026,0.6785928333092203,0.10757990626259496,-0.1587661209079479,-0.007740471836681368,-0.00093162956880254,-0.0019764043853246743,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'^\xcb\x0b!\x9d\xdfX\x97',1633942879993071,365321.9914421178,144123.27594396382,21.23796577337239,0.8935744194578856,0.0010342861627306067,-0.014387531501565541,-0.44868328036592564,6.1088248563073,-0.014366906071783073,-0.015946634952372418,0.5469209887347353,0.18427824068953919,-0.1294140452182711,-0.004918513134017619,0.002371458036782757,-0.0019633993195902985,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'@\xa0\x11E\x0cIQ\xb6',1633942880003570,365322.02792667365,144123.22477682817,21.23955882126199,0.8935577630631659,0.0010579517529460305,-0.014392983094371281,-0.4487162208403933,6.114771430526947,-0.013679459839468024,-0.018310554869399864,0.5702108927893548,0.1649822735545652,-0.29917298880936677,-0.003058846884017619,0.00036874053678275756,-0.0009620405695902983,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\xd8\xef$\xa8\xedHQ\x9c',1633942880013156,365322.0616015966,144123.1792802319,21.24077971547562,0.8935534337437596,0.0010380048657782916,-0.014397024962846556,-0.44872475891447583,6.1199106737337,-0.011864761140447525,-0.019620907779229008,0.5555735088575559,0.1838353081977801,-0.12489966397916638,-0.003578947133885439,-0.0027003549029851032,-0.0019244587385022674,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'W?c\xefs\xc1X\xa8',1633942880023239,365322.0979280205,144123.13023222797,21.233336650337076,0.8935503220193544,0.0010814644194181106,-0.014316390383712449,-0.4487334324743353,6.127225788673,-0.011501016182833702,-0.024755252839875702,0.6157330495875729,0.028506940713158332,-0.3891300282754892,0.0004698367297509239,-0.006593082857530557,-0.0016296864657749943,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'0g(\x9f\xc3$T\x94',1633942880033420,365322.13417405775,144123.08147067844,21.23589900235513,0.8935452307998611,0.0010347196346946802,-0.014386558757466184,-0.44874143646115233,6.131416055239038,-0.010762125250543347,-0.02810472698203806,0.6173667647177171,0.028461121877886058,-0.389389007911685,0.00046992250332325526,-0.006592813929608933,-0.0016296959808660117,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'.\xdeP\xa0\xd7\x98[=',1633942880042931,365322.16724118893,144123.03478225676,21.23759661053722,0.8935207895433719,0.0010701680884815253,-0.014440245750915558,-0.4487882938499009,6.137086619321885,-0.012358296068075578,-0.02974434652109674,0.6362705603001024,-0.06312103106410853,-0.2543873011939254,0.0017335122260663603,-0.006211457042770251,-0.0013912749611729657,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'OT\x8fW\xad\x1cY\x0c',1633942880053493,365322.2046352334,144122.98427860477,21.23882250415011,0.8935186241613143,0.0010606008224275693,-0.014463028321262488,-0.4487918941052142,6.14303607739227,-0.01205254008122568,-0.03297845864434272,0.5817527268623154,0.02506908408818333,-0.28654959198008617,0.00026018972637259,-0.004780957809390157,-0.0007905674469147218,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\x10\x1d\xf3p\xe5\xd0Z`',1633942880062933,365322.2371518355,144122.93836693614,21.23965893973762,0.8935222337218461,0.001083395142039706,-0.014502358895705784,-0.44878338392385814,6.148712879664484,-0.014273337838351078,-0.035239128811209275,0.5673411164283179,-0.04092436015542086,-0.20047877963637414,-0.0027724967736274097,-0.008309555309390157,-0.0018205364469147211,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'#\xb30Q}\xe2_\x8a',1633942880073330,365322.2742356494,144122.888420506,21.233634081639618,0.8935166010643721,0.0010756596444075237,-0.014469680017585113,-0.4487956717024907,6.153761174294045,-0.014116383643966321,-0.0388923996927833,0.5846868635571087,-0.03994575354444895,-0.343253282452915,-0.001055767216699443,-0.010407615063210737,-0.0021066032275304336,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
"b'\x0f) \x0eZ""]d'",1633942880082727,365322.30776227644,144122.8433002192,21.236091535214637,0.8935092466960532,0.0010414533818797669,-0.014523655467567004,-0.44880865062447745,6.157522876891474,-0.01298997194686745,-0.04078799808078534,0.5965000787397784,0.06250525798875478,-0.32083011526349126,0.0015192029895095872,-0.007069585609782544,-0.002964918000486351,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\\\xd7\xcf\x13\xc4\xbf[Z',1633942880093075,365322.3447881759,144122.7929368173,21.23722467576924,0.8935026078594821,0.0008377202409753468,-0.014494642218088974,-0.44882323170717453,6.162674074193277,-0.01334884110688632,-0.04289700066085059,0.508727905724041,-0.05288555370923447,-0.12784504572302352,-0.038587196942750444,-0.013051797632420696,-0.0017164693652009283,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\x7f\xd0\xe1$&\x8dY\x87',1633942880103519,365322.38077061943,144122.7424532046,21.238302780115614,0.8934987265997457,0.000671883042368357,-0.01448226244152448,-0.4488316368220773,6.167822564476475,-0.015094311396103722,-0.04497377558510955,0.5074593625010145,-0.049129940321478965,-0.1278619496984793,-0.038587196942750444,-0.013051797632420696,-0.0017164693652009283,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
