token,lidar_pc_token,track_token,next_token,prev_token,x,y,z,width,length,height,vx,vy,vz,yaw,confidence
b'\xb2\x9cp\x05\xb2\xd6X\\',b'\xdf1|j\x11\xecX\xbc',"b""\xa5k'\x11\xf7\x8fZ'""",b'\xfeI^\x9f\xe1LWm',b'\x9f\x8c7\x97\xaf\x93TS',365291.44877386914,143803.82684447864,21.369683385299062,0.7375222728167292,0.677070304908349,1.8180785336706375,0.015719717461286867,0.002921713439343378,0.00014930652101609153,-0.6872477949462068,0.5105718886320972
b'\xe4\xbd\x93\x17\x8a\xd0S\xa2',b'\xdf1|j\x11\xecX\xbc',b'\x04\xd9\xf2\x08*nT\xa2',b'=g\xd8\xba\xbb\x06Tp',,365293.1267303192,143804.97273891105,21.029620048669496,0.3966088891029358,0.3969963788986206,0.780323326587677,0.0,0.0,0.0,2.452060085860282,0.4795891433724426
b'\x01P\x91\xc0\xa9\xd5P\xe8',b'\xd2h]\x1c0\xb1U\x03',b'\x82\xaa@p\x9c4[\xad',b'\x0bc\xe9+\x19\x07[v',"b'?\xe8\xb3V`[]""'",365310.4884960184,143882.7786408089,21.10840433533144,0.40570228817321136,0.4042443275991849,0.7799015782440957,-0.0018205105852625585,6.818705856802623e-05,-0.00011038026757700925,0.3654596632466154,0.5806280281356226
b'M\xa1\x82y&e]\x1e',b'\xd2h]\x1c0\xb1U\x03',"b""\x93'U\x14\xe5\xc7\\K""",,b'ZR+\xcb\x86\xf9W<',365321.2735049562,143900.09689467546,21.58868401751002,1.9658130407333374,4.511793613433838,1.6582106351852417,0.0,0.0,0.0,-1.4031839279076526,0.6787132012097955
b'\xcdId]\xf2\xac\\\xc0',b'\xd2h]\x1c0\xb1U\x03',b'\xc6\xe7\x953\x83l_\xa5',"b'm\x14""\xc1\xc9\xb5]\xf1'",b'\xb3<\xe6\x88\xd4P]\x81',365295.1837191893,143791.3979374909,20.74354306609549,0.8468177076686088,0.9421161936788238,1.738557325327678,-0.8350817351803165,-1.2933792004682596,-0.024797931002096416,-2.1865336515588494,0.7621359156995045
b'\x8a\xec\xee\xcd\xaaWT\xf1',b'\xd2h]\x1c0\xb1U\x03',b' \xeazE!\x11V\xa9',b'\xae0\xc1\x12\x84\x84\\\xe2',b'$r&\x01\xf5\xcfV\xa5',365320.51799029845,143809.24772355947,21.2397627597811,0.8089367793772395,0.8679302424900311,1.694442450595743,0.4604881748216803,1.1358389701946874,0.017494340599141147,1.1967346251856465,0.8500141067161407
b'\xc1 \xf3\x8fH\xfbV\xd2',b'\xd2h]\x1c0\xb1U\x03',b'\x91\x82\x9f\xe2C\xa3]\xa1',b'$\xabAd\x17\x07V\x1c',b'/ o?\x9a+Zi',365300.6682623988,143784.67739089232,20.933605764489297,1.8898566961288452,4.299516201019287,1.5856108665466309,0.0,0.0,0.0,-1.9234126285321649,1.0
b'L\x86c\x9f\xb2\x1f[\xf0',b'\xd2h]\x1c0\xb1U\x03',b'j\xe4#\xc9\xc9\x94]\xe0',b'\x15\x96\xab\xb0\xf4wW0',b'\xfd)\xb1\xf8\x07\x05P\x02',365302.14512651856,143827.9145511811,21.21385633250076,0.7710311071358263,0.7270949395097773,1.639704888228084,-0.07516039118697769,-0.0621790974308474,-0.0009867929756981497,-3.132740788617318,0.7640062212606379
b'\xb0\x13\xc0\xc0[__\xed',b'\xd2h]\x1c0\xb1U\x03',"b'\xb1\xdaL\x81\xe7\xc9W""'",b'\x1f\xdd\xfe\xd5\xfcaP\xa4',b'=\x14\x7fE\xe8\xfb^\xaa',365288.8660544708,143796.23945830972,21.09571240705962,0.8401687284759375,0.8661618603560524,1.8119482138203493,0.5747579145395295,1.0226708204196509,0.01783221914331925,1.1013200635161429,0.7706621093273234
b'\x1b\xff\xfc\x17=vW\xa4',b'\xd2h]\x1c0\xb1U\x03',"b'1pa\xf9""\x07_\xb9'",b'\xc9\xd3y\x18\xe5\xb1Um',b'\x85c\x8dW\xeb\x8eV\xdc',365314.69100801175,143782.75786310705,20.62050779010036,0.84075618605398,0.8708224835544477,1.7488192447987572,-0.4612026674809131,-1.0267322329132407,-0.012493326350835793,-1.90250756974767,0.7053722969275066
"b'\x00\xf8a\x1d\x07qU""'",b'\xd2h]\x1c0\xb1U\x03',b'Y\xf1\xd1\x06\x03\x1cP\xfa',b'[me\xa0PFW\x83',b'\xe4\x17\x8d\x81\x84\x08Z\xca',365298.69134590984,143813.79270820238,20.77226456927397,2.2664368982153453,0.6002664129636925,1.107586713182978,-0.003634148286777644,-0.0003500289458626164,0.00012717660447118215,-1.9370473074887846,0.8284932967521805
b'\n\xf1\xadB\xd4\xf5T\x8d',b'\xd2h]\x1c0\xb1U\x03',"b'*]g""\xc3\xc2_K'",b'6\xc4\xd2M\xdb\xffR\xe2',b'\xdc\x85y\xa2\x0c\x00Wo',365297.8782371128,143811.1545641975,20.775655871394765,2.2314856968968946,0.5767292812506037,1.0951871673613802,-0.011054622861604767,-0.00015997485543648506,6.736412306430675e-05,-1.8249693091963006,0.6470857919883716
b'!\xc2\xda\xcc\x14\xdfY ',b'\xd2h]\x1c0\xb1U\x03',b'\x14\xa8Z\xdd\x8c\xf1^Z',b'\x16\xef\xefl\x1fqV\xd7',b'\xa9\x95\x89\x8c\xf5[]\xc7',365298.32311827183,143812.5894899491,20.77066226634944,2.2702329305511673,0.5909492437049599,1.1368007446873063,-0.004613276081284717,-0.0003955688611980231,0.00010300608343454417,-1.4956340567412707,0.7234605590545167
b'\xc59jm\xa3\nRB',b'\xd2h]\x1c0\xb1U\x03',b'ok\xf3\xa4*y]\xf9',b'n\x05\x86\xea}\x15Zj',b'p\xf8\xcf6\xe8\x8cT\x17',365292.75333886145,143758.14765863665,20.441387171575517,0.806715942602362,0.8503690993326058,1.8367303970427689,0.012089296876907475,-0.018479319652866727,0.0006855302617557464,2.7000162861191868,0.7764367947558986
b'\xa5s\xa6\xc4\x8cjV\xcd',b'\xd2h]\x1c0\xb1U\x03',b'\x0fb\x9f\xa9\xd2cP9',b'\xf8X^\xec\xdb\x95U\xe0',b'\x93\xaf\x0fu\x93%Pl',365307.1716667358,143761.45208453637,20.25051594815581,0.8303906292980152,0.862096578615128,1.8104765328334715,-1.5004301080946678,-0.11567649814814306,-0.02713379923296477,-3.0891019245581846,0.5293769780128342
b'\x91^\xa1\xb7`\xad\\\xa5',b'\xd2h]\x1c0\xb1U\x03',b'S\xff1U\xff\xdbY\xb1',b'\xe6&\xea\xaev&Q\xeb',b'p\x85~7a\xf4_\x12',365292.53667463304,143803.21776537923,21.26757344876596,0.7761946811425361,0.6821190930119407,1.7736755223787608,-0.016727804882000374,0.002292341734164532,0.0003461071889877003,1.8407624447290836,0.839256509389967
b'\xd9\x9cd9\x86H[\xdc',b'\xd2h]\x1c0\xb1U\x03',b'\x02\xb1\xd5j0\x9f]V',b'>\xf3\xca\xfc_\x08Q\x90',b'mV\x91\x02\xbc\xa1_!',365292.42831413506,143804.13336096084,21.326090210162576,0.7679592089011653,0.689991458443513,1.8279472369732785,-0.07355070573165517,0.003675176370167262,0.00046612994916889135,-1.4897976138572717,0.6452814952848603
b'3M\xa7A\xd0o_\x9b',b'\xd2h]\x1c0\xb1U\x03',b'\xcbWW_\x1d\xac]m',"b""'f\x15\x8c\x9a1V>""",b'O\xdb\x0c3\xe5\xd9P%',365292.23811804026,143757.58922787692,20.559891844481285,0.7604241899743015,0.8125864396104162,1.8037232057165047,-0.002491586622589949,-0.0017952851393724899,-0.0004467217458145407,2.522493715548338,0.49590641574327454
b'\xfeI^\x9f\xe1LWm',b'\xd2h]\x1c0\xb1U\x03',"b""\xa5k'\x11\xf7\x8fZ'""",b'\xe9\xb6\x1f\x1cp4Z\xef',b'\xb2\x9cp\x05\xb2\xd6X\\',365291.43947846326,143803.81090030912,21.384633291204523,0.7390677599601196,0.6810663734196947,1.8213751693472098,0.00928720765392425,-0.010650269607851731,0.00029208038870905524,-0.7313696999217076,0.5143217939334054
b'=g\xd8\xba\xbb\x06Tp',b'\xd2h]\x1c0\xb1U\x03',b'\x04\xd9\xf2\x08*nT\xa2',b'\xf0.`\xb7\xa0\xc8Xg',b'\xe4\xbd\x93\x17\x8a\xd0S\xa2',365293.1267303192,143804.97273891105,21.029620048669496,0.3966088891029358,0.3969963788986206,0.780323326587677,0.0,0.0,0.0,2.452060085860282,0.4795891433724426
b'\x0bc\xe9+\x19\x07[v',b'm@\xc9znhV\xab',b'\x82\xaa@p\x9c4[\xad',b'\x8cUc^_n_?',b'\x01P\x91\xc0\xa9\xd5P\xe8',365310.4770544798,143882.77558515352,21.11852802957412,0.40925283648129374,0.40631189382057586,0.785718451724595,-0.002437242036628524,-3.699489283451332e-05,1.9967886147160066e-05,0.34423785491934566,0.5715347091366818
"b'm\x14""\xc1\xc9\xb5]\xf1'",b'm@\xc9znhV\xab',b'\xc6\xe7\x953\x83l_\xa5',b'\x0b\x93g\xab\x91\x87U\xdb',b'\xcdId]\xf2\xac\\\xc0',365295.1304826818,143791.33302677155,20.751818770472074,0.8466474615085627,0.9441162238472938,1.7403913250936716,-0.8911384079859952,-1.2929252730949612,-0.025248777672745054,-2.1895945443776927,0.7632034435864069
b'\xae0\xc1\x12\x84\x84\\\xe2',b'm@\xc9znhV\xab',b' \xeazE!\x11V\xa9',b'\x88\x81\x91\xfdl.[\xf3',b'\x8a\xec\xee\xcd\xaaWT\xf1',365320.5376125358,143809.30620456912,21.249284767750833,0.8072369398819054,0.867997537869209,1.6944185263877016,0.44379222430953386,1.1543603704474605,0.01750292104561413,1.2006444437866204,0.849392625458288
b'$\xabAd\x17\x07V\x1c',b'm@\xc9znhV\xab',b'\x91\x82\x9f\xe2C\xa3]\xa1',b'\xb8\xb6\x1a\x962;[\x92',b'\xc1 \xf3\x8fH\xfbV\xd2',365300.66451044363,143784.68251005534,20.947743229054804,1.8976764678955078,4.300849914550781,1.5732015371322632,0.0,0.0,0.0,-1.922849466928455,1.0
b'\x15\x96\xab\xb0\xf4wW0',b'm@\xc9znhV\xab',b'j\xe4#\xc9\xc9\x94]\xe0',b'\x0f\xf8Jv\xd2\xeaP\x8f',b'L\x86c\x9f\xb2\x1f[\xf0',365302.13617183786,143827.9063578942,21.21851447835861,0.770418423257632,0.7272953979370153,1.6405921920131183,-0.12698371954200421,-0.09503028955016418,-0.0017153125960134036,-3.0635028162491547,0.7645452048599222
b'\x1f\xdd\xfe\xd5\xfcaP\xa4',b'm@\xc9znhV\xab',"b'\xb1\xdaL\x81\xe7\xc9W""'",b'9S\xfd\\BZ_\xf9',b'\xb0\x13\xc0\xc0[__\xed',365288.8924730065,143796.2832776357,21.0997152040441,0.8404325453134662,0.8663148441285626,1.810989403764035,0.5781385942222622,0.9930604132733715,0.018124751967205383,1.0903887350788466,0.7740469819026784
b'\xc9\xd3y\x18\xe5\xb1Um',b'm@\xc9znhV\xab',"b'1pa\xf9""\x07_\xb9'",b'=\x9b\xef\xee7\x9aW\xc4',b'\x1b\xff\xfc\x17=vW\xa4',365314.66425822256,143782.69811199472,20.621580514497897,0.8392080272047884,0.8704167083254993,1.7487762493752044,-0.4666348474932938,-1.0862502886061052,-0.013006080136231687,-1.9084951431954824,0.7014024456364636
b'[me\xa0PFW\x83',b'm@\xc9znhV\xab',b'Y\xf1\xd1\x06\x03\x1cP\xfa',"b""\xd8'\x9c^\xe8\xa0T\\""","b'\x00\xf8a\x1d\x07qU""'",365298.69923566014,143813.79548781415,20.77097186750505,2.2629088550841328,0.59865085807775,1.1073838681644135,-0.0009376088066992104,-0.00015665604491398567,4.755157170709041e-05,-1.8951750930642748,0.8355709284072914
b'6\xc4\xd2M\xdb\xffR\xe2',b'm@\xc9znhV\xab',"b'*]g""\xc3\xc2_K'",b'\x88F\xd1\xf1\xce)U:',b'\n\xf1\xadB\xd4\xf5T\x8d',365297.8701194678,143811.1469220002,20.778182870115025,2.2336815251093984,0.5761595081858465,1.0962593629311495,-0.012493022360920328,-0.0002352767809125961,5.307052647203323e-05,-1.8298800593128528,0.651654685461789
b'\x16\xef\xefl\x1fqV\xd7',b'm@\xc9znhV\xab',b'\x14\xa8Z\xdd\x8c\xf1^Z',b'ZV\xcd\x98\xecd[\xe6',b'!\xc2\xda\xcc\x14\xdfY ',365298.3313692861,143812.61639863465,20.77644667358014,2.2662427846775386,0.5910950398075725,1.1298982856741078,-0.0017166532538251014,0.0002594524283205391,9.782187548497741e-05,-1.4943211879621159,0.7369625882616863
b'n\x05\x86\xea}\x15Zj',b'm@\xc9znhV\xab',b'ok\xf3\xa4*y]\xf9',b'ma\xe8\xc7\xcf\x1aS\xb8',b'\xc59jm\xa3\nRB',365292.75733468885,143758.14662835837,20.447338334113756,0.8067806484575956,0.8507058583139284,1.836244814870061,0.009209295077104772,-0.01501147387796105,0.0006995057379679949,2.712546309894984,0.7789794430077668
b'\xf8X^\xec\xdb\x95U\xe0',b'm@\xc9znhV\xab',b'\x0fb\x9f\xa9\xd2cP9',b'\xedy\x9e#\xbe\xc3V\xf9',b'\xa5s\xa6\xc4\x8cjV\xcd',365307.09668574197,143761.44630383473,20.249159990806742,0.8303906292980152,0.862096578615128,1.8104765328334715,-1.5004301080946678,-0.11567649814814306,-0.02713379923296477,-3.0891019245581846,0.5293769780128342
b'\xe6&\xea\xaev&Q\xeb',b'm@\xc9znhV\xab',b'S\xff1U\xff\xdbY\xb1',b'8\xff\xfa\x19\x8d\x91S\xc1',b'\x91^\xa1\xb7`\xad\\\xa5',365292.5391617388,143803.21490751108,21.272574686536057,0.7778238299257854,0.6818089959491983,1.7756507496451241,-0.005542913223488873,-0.0047176904199574135,0.0004231151859004665,1.9821277329115583,0.8437724759819905
b'>\xf3\xca\xfc_\x08Q\x90',b'm@\xc9znhV\xab',b'\x02\xb1\xd5j0\x9f]V',"b'\x83\xfb,D\x8e\x9cXS'",b'\xd9\x9cd9\x86H[\xdc',365292.4104598658,143804.14335081747,21.32940762100264,0.7670417422466136,0.6894170192691321,1.8306537081624255,-0.07508044410452065,0.014886918479299493,0.0004548057086224354,-1.5248705948575836,0.6414297401368425
"b""'f\x15\x8c\x9a1V>""",b'm@\xc9znhV\xab',b'\xcbWW_\x1d\xac]m',b'y\xff\x0c*J\x11[\xa6',b'3M\xa7A\xd0o_\x9b',365292.2379935282,143757.58913816113,20.559869520455482,0.7604241899743015,0.8125864396104162,1.8037232057165047,-0.002491586622589949,-0.0017952851393724899,-0.0004467217458145407,2.522493715548338,0.49590641574327454
b'\xe9\xb6\x1f\x1cp4Z\xef',b'm@\xc9znhV\xab',"b""\xa5k'\x11\xf7\x8fZ'""",b'\x82\x18\x94\x8e\xaf\xa7Z\xeb',b'\xfeI^\x9f\xe1LWm',365291.4433361229,143803.82628649197,21.39079384514395,0.7395581012283563,0.6847613274336194,1.8278778169514518,0.008318402367612734,5.1237763273766224e-05,0.0002470041300827211,-0.7118463764905338,0.5014341304803672
b'\xf0.`\xb7\xa0\xc8Xg',b'm@\xc9znhV\xab',b'\x04\xd9\xf2\x08*nT\xa2',b'J\x8bh\x12\x9cs_\xf8',b'=g\xd8\xba\xbb\x06Tp',365293.1267303192,143804.97273891105,21.029620048669496,0.3966088891029358,0.3969963788986206,0.780323326587677,0.0,0.0,0.0,2.452060085860282,0.4795891433724426
b'\x8cUc^_n_?',b'\x01~\x80$\xd6<P\xb8',b'\x82\xaa@p\x9c4[\xad',"b'\x1bmWA\xd7\xd7[""'",b'\x0bc\xe9+\x19\x07[v',365310.4556633568,143882.76979653526,21.12030931586251,0.4028167319693699,0.3987493973428598,0.7865964426889046,-0.0038050287391239294,-0.0001677519560956848,2.173246444472168e-05,0.3491383145075977,0.5641514499066183
b'\x0b\x93g\xab\x91\x87U\xdb',b'\x01~\x80$\xd6<P\xb8',b'\xc6\xe7\x953\x83l_\xa5',b'r\xe7\x9fP\x058UK',"b'm\x14""\xc1\xc9\xb5]\xf1'",365295.0709917681,143791.26323552162,20.759608513420194,0.8469373042106231,0.94605291447965,1.7424240107437834,-0.958673350184403,-1.3018427394087138,-0.02602622256382432,-2.196512162075887,0.7595288141586823
b'\x88\x81\x91\xfdl.[\xf3',b'\x01~\x80$\xd6<P\xb8',b' \xeazE!\x11V\xa9',b'i\x17\x96Rg\xe7_\xa0',b'\xae0\xc1\x12\x84\x84\\\xe2',365320.5564091297,143809.3645544624,21.258355633783516,0.8057100539570957,0.8678081921631233,1.6936279887001027,0.4237190818318872,1.167183018467584,0.01726266656245853,1.206939786600607,0.8517340634806492
b'\xb8\xb6\x1a\x962;[\x92',b'\x01~\x80$\xd6<P\xb8',b'\x91\x82\x9f\xe2C\xa3]\xa1',b'\x06\xad\xdb\\\xb2mXV',b'$\xabAd\x17\x07V\x1c',365300.66297698324,143784.67143790764,20.947194623331292,1.8963966369628906,4.298498153686523,1.600296974182129,0.0,0.0,0.0,-1.9250255983555327,0.9283432479538106
b'\x0f\xf8Jv\xd2\xeaP\x8f',b'\x01~\x80$\xd6<P\xb8',b'j\xe4#\xc9\xc9\x94]\xe0',b'\xc5\xcf\x8f\x0fY\xd0UE',b'\x15\x96\xab\xb0\xf4wW0',365302.1299037908,143827.90584743975,21.22424960801506,0.76901979611913,0.7266550603782365,1.641103520410085,-0.13653938711332486,-0.06571322563946047,-0.0019337854027525387,-3.053418345394423,0.7588546471710667
b'9S\xfd\\BZ_\xf9',b'\x01~\x80$\xd6<P\xb8',"b'\xb1\xdaL\x81\xe7\xc9W""'",b'\xbbz&D\xe5:R\x10',b'\x1f\xdd\xfe\xd5\xfcaP\xa4',365288.9151391,143796.33002080844,21.10700245086037,0.8415158513529044,0.8668957772221234,1.8112105006404222,0.5434987650824159,0.980296724946761,0.018091138624702463,1.0912768016982426,0.7765971728773828
b'=\x9b\xef\xee7\x9aW\xc4',b'\x01~\x80$\xd6<P\xb8',"b'1pa\xf9""\x07_\xb9'",b'F\xc9\xf6U\\\xc0\\\xad',b'\xc9\xd3y\x18\xe5\xb1Um',365314.6288719595,143782.6400784118,20.623703846819367,0.8387135338269207,0.8708639655514392,1.749314391659393,-0.5280426694930217,-1.1286206947548727,-0.014008514245152426,-1.9262356797879436,0.6974875277358172
"b""\xd8'\x9c^\xe8\xa0T\\""",b'\x01~\x80$\xd6<P\xb8',b'Y\xf1\xd1\x06\x03\x1cP\xfa',b'\xb4\xef\xbei\xac\xb5W\xb9',b'[me\xa0PFW\x83',365298.69888480724,143813.78782193252,20.771652386908347,2.262742699551804,0.5984191795398938,1.1083589156180516,-0.0009582145263020796,-0.00023373378844927415,2.7883395750524637e-05,-1.8323200517624463,0.8464167791205054
b'\x88F\xd1\xf1\xce)U:',b'\x01~\x80$\xd6<P\xb8',"b'*]g""\xc3\xc2_K'",b'h_\x03;m\x91Z\x12',b'6\xc4\xd2M\xdb\xffR\xe2',365297.8650567399,143811.15512573425,20.78049766933103,2.2313424640235713,0.5769870177276794,1.0989202636384872,-0.012884182216356658,1.1041746623987263e-05,4.462111319268289e-05,-1.833400107412872,0.6839860106444966
b'ZV\xcd\x98\xecd[\xe6',b'\x01~\x80$\xd6<P\xb8',b'\x14\xa8Z\xdd\x8c\xf1^Z',b'\xdeF\xcbfb\xecX\x9e',b'\x16\xef\xefl\x1fqV\xd7',365298.3316714365,143812.60406402047,20.780551160231887,2.2632858533857196,0.5903119885591565,1.1282961099646938,-0.0014707086258628976,-7.255528205729617e-05,8.083905834248346e-05,-1.465981299990446,0.7514357565555233
b'ma\xe8\xc7\xcf\x1aS\xb8',b'\x01~\x80$\xd6<P\xb8',b'ok\xf3\xa4*y]\xf9',b'\xb9O\x87\xf7\xdc\xc8T7',b'n\x05\x86\xea}\x15Zj',365292.76016690914,143758.13925392032,20.454098866227618,0.8068557383813193,0.8507136891712619,1.8351606338048112,0.008738606014231327,-0.02274898949649328,0.0007758275063471816,2.7489213357328124,0.7811397083378123
b'\xedy\x9e#\xbe\xc3V\xf9',b'\x01~\x80$\xd6<P\xb8',b'\x0fb\x9f\xa9\xd2cP9',b'~\x1ef\xdc\xc8eZ\xf0',b'\xf8X^\xec\xdb\x95U\xe0',365307.0217122503,143761.44052371147,20.24780416912667,0.8303906292980152,0.862096578615128,1.8104765328334715,-1.5004301080946678,-0.11567649814814306,-0.02713379923296477,-3.0891019245581846,0.5293769780128342
b'8\xff\xfa\x19\x8d\x91S\xc1',b'\x01~\x80$\xd6<P\xb8',b'S\xff1U\xff\xdbY\xb1',b'\xa6]\xcc^UET(',b'\xe6&\xea\xaev&Q\xeb',365292.5370729663,143803.2158583945,21.27867100321237,0.7779433728602692,0.6805382775759352,1.777262462161643,-0.011405425657031088,-0.00200692144329775,0.0004535324661710255,2.11790148366466,0.8401472254932936
"b'\x83\xfb,D\x8e\x9cXS'",b'\x01~\x80$\xd6<P\xb8',b'\x02\xb1\xd5j0\x9f]V',b'\xe9\xf7\x92\x1a}pW\xfb',b'>\xf3\xca\xfc_\x08Q\x90',365292.4007485681,143804.1412203105,21.334889408450163,0.766266987220361,0.6872714005553355,1.8307658733878847,-0.06293335572467192,0.005154119047516744,0.0004831205647701683,-1.5900865532557806,0.6508834993453076
b'y\xff\x0c*J\x11[\xa6',b'\x01~\x80$\xd6<P\xb8',b'\xcbWW_\x1d\xac]m',"b'\xca""&\x7f\xd60W\xdf'","b""'f\x15\x8c\x9a1V>""",365292.2378690286,143757.58904845433,20.559847198663288,0.7604241899743015,0.8125864396104162,1.8037232057165047,-0.002491586622589949,-0.0017952851393724899,-0.0004467217458145407,2.522493715548338,0.49590641574327454
b'\x82\x18\x94\x8e\xaf\xa7Z\xeb',b'\x01~\x80$\xd6<P\xb8',"b""\xa5k'\x11\xf7\x8fZ'""","b']G\x9bL,dS\xda'",b'\xe9\xb6\x1f\x1cp4Z\xef',365291.4437517768,143803.8262890522,21.390806187446323,0.7395581012283563,0.6847613274336194,1.8278778169514518,0.008318402367612734,5.1237763273766224e-05,0.0002470041300827211,-0.7118463764905338,0.5014341304803672
b'J\x8bh\x12\x9cs_\xf8',b'\x01~\x80$\xd6<P\xb8',b'\x04\xd9\xf2\x08*nT\xa2',b'r/\xbc\xbc\xffp^\xc3',b'\xf0.`\xb7\xa0\xc8Xg',365293.1267303192,143804.97273891105,21.029620048669496,0.3966088891029358,0.3969963788986206,0.780323326587677,0.0,0.0,0.0,2.452060085860282,0.4795891433724426
"b'\x1bmWA\xd7\xd7[""'",b'\xa59\xc6\x9e\x13\xcf[\x7f',b'\x82\xaa@p\x9c4[\xad',b'\x00W\x9cRJ\xe3X\x0f',b'\x8cUc^_n_?',365310.44359484495,143882.76093128393,21.130697913569314,0.3974105663202684,0.3932956317324736,0.7899654978796837,-0.004000499119423859,-0.0003224118339047252,8.323883749904877e-05,0.32156118276105383,0.5752877450395852
b'r\xe7\x9fP\x058UK',b'\xa59\xc6\x9e\x13\xcf[\x7f',b'\xc6\xe7\x953\x83l_\xa5',b'\x1b\xeaT7\x06AT\xfd',b'\x0b\x93g\xab\x91\x87U\xdb',365295.01340098,143791.1932229903,20.766821480647796,0.846345995019604,0.946804117517939,1.742735322112648,-0.9757245641680697,-1.3171461768566493,-0.026385288573253382,-2.1966942945974326,0.7585323597904551
b'i\x17\x96Rg\xe7_\xa0',b'\xa59\xc6\x9e\x13\xcf[\x7f',b' \xeazE!\x11V\xa9',b'Yl_\xb2#\x8fW\xbd',b'\x88\x81\x91\xfdl.[\xf3',365320.5770981982,143809.4241347163,21.268200297492086,0.8043729314112543,0.8676465754413717,1.6929984555205189,0.43262477427968254,1.1848467982122093,0.017408028203991642,1.2074436129311827,0.8540049560561292
b'\x06\xad\xdb\\\xb2mXV',b'\xa59\xc6\x9e\x13\xcf[\x7f',b'\x91\x82\x9f\xe2C\xa3]\xa1',b'\xdd\xdf\xc7:l_T:',b'\xb8\xb6\x1a\x962;[\x92',365300.66776237974,143784.67550459475,20.940606117204872,1.8930786848068237,4.27246618270874,1.5962532758712769,0.0,0.0,0.0,-1.9233445291798115,1.0
b'\xc5\xcf\x8f\x0fY\xd0UE',b'\xa59\xc6\x9e\x13\xcf[\x7f',b'j\xe4#\xc9\xc9\x94]\xe0',b'\xfa\x9b\x91/\xdd\x8aV\xcb',b'\x0f\xf8Jv\xd2\xeaP\x8f',365302.129140699,143827.89986852248,21.228399268718437,0.7680087111064429,0.7260621862786598,1.6415534010704766,-0.09373180774620009,-0.06379709028264105,-0.0016482624676569277,-3.00468845074005,0.7559251362412774
b'\xbbz&D\xe5:R\x10',b'\xa59\xc6\x9e\x13\xcf[\x7f',"b'\xb1\xdaL\x81\xe7\xc9W""'",b'*\xc3Z\x9c\x9d-Xf',b'9S\xfd\\BZ_\xf9',365288.9370533185,143796.3714790816,21.113083703805657,0.8420205636939103,0.8665419835078761,1.8109965469066431,0.5255665599702624,0.9418250920139325,0.018073424881768628,1.0863223372651012,0.7761298315215758
b'F\xc9\xf6U\\\xc0\\\xad',b'\xa59\xc6\x9e\x13\xcf[\x7f',"b'1pa\xf9""\x07_\xb9'",b'\x97\x80m\xbf\x974^~',b'=\x9b\xef\xee7\x9aW\xc4',365314.5833269886,143782.57897879707,20.625396325040942,0.8370854575446844,0.8713021544344968,1.7493321625669667,-0.6724366439843691,-1.1727284468356327,-0.016128870763031388,-1.9631657271401601,0.6959589434683054
b'\xb4\xef\xbei\xac\xb5W\xb9',b'\xa59\xc6\x9e\x13\xcf[\x7f',b'Y\xf1\xd1\x06\x03\x1cP\xfa',b'-\x91\x0e\xb4\n\xbbS\x89',"b""\xd8'\x9c^\xe8\xa0T\\""",365298.7082360422,143813.78784830915,20.762923086131234,2.2622550728838577,0.5972534580796658,1.11125363912772,0.0019351251292719573,-0.00013821097711947373,-6.289190082223468e-05,-1.884938671525246,0.8448976553065852
b'h_\x03;m\x91Z\x12',b'\xa59\xc6\x9e\x13\xcf[\x7f',"b'*]g""\xc3\xc2_K'",b'\xad#\x16|\x98\x1f\\}',b'\x88F\xd1\xf1\xce)U:',365297.8675668054,143811.13947424837,20.787041149417867,2.2326802155299244,0.5769915669955801,1.105002477074838,-0.010966585868161368,-0.00028086565205763536,7.742477225107332e-05,-1.8397889377391288,0.7145861020040449
b'\xdeF\xcbfb\xecX\x9e',b'\xa59\xc6\x9e\x13\xcf[\x7f',b'\x14\xa8Z\xdd\x8c\xf1^Z',b'`a\xe7\x12\xe9\xa0X\xb9',b'ZV\xcd\x98\xecd[\xe6',365298.33677215886,143812.63504907844,20.776142414226356,2.2607084458045263,0.5906015933955449,1.1312409381132806,0.0001944024326993889,0.0005259437754134729,-9.123188935504761e-07,-1.4664625079581697,0.7513508669704717
b'\xb9O\x87\xf7\xdc\xc8T7',b'\xa59\xc6\x9e\x13\xcf[\x7f',b'ok\xf3\xa4*y]\xf9',b'\x9f>\xf8\xcez!W\x0e',b'ma\xe8\xc7\xcf\x1aS\xb8',365292.7608532399,143758.1345306916,20.461846092267088,0.8069668316937253,0.8516400162694355,1.834912420331143,0.006587358334263924,-0.019715938889584783,0.0008915601939209541,2.746035650011014,0.7845372180025059
b'~\x1ef\xdc\xc8eZ\xf0',b'\xa59\xc6\x9e\x13\xcf[\x7f',b'\x0fb\x9f\xa9\xd2cP9',b'\x8c\xdc#\xdb74W!',b'\xedy\x9e#\xbe\xc3V\xf9',365306.94673725823,143761.43474347252,20.246448320312798,0.8303906292980152,0.862096578615128,1.8104765328334715,-1.5004301080946678,-0.11567649814814306,-0.02713379923296477,-3.0891019245581846,0.5293769780128342
