token,category_token,width,length,height
"b""\xa89\x1a'\xb3[Q\xe2""",b'l\xad\x90n\xb0\xb9K\xb5',0.7297708167613044,0.7369228493089909,1.5772090759794848
b'\x1a\x02\xc7\xa6\x97\xe8R\xb1',b'e?~\xfb\xb9QL\xe7',2.3796894269228566,0.5898824334144592,1.157400962263392
b'\xad\x0c/\xd8\x14\xd4Ti',b'l\xad\x90n\xb0\xb9K\xb5',0.7573830523659082,0.8130131201947217,1.7714126110076904
b'\nI\xd1\x1a\xceu^g',b'\xfc\x95\xc8{\x80oH\xf8',0.8476061775184233,2.165385916575526,1.7155606110192496
b'\xdf\x0b\x0c\xb0\x9b\x10T\xa7',b'l\xad\x90n\xb0\xb9K\xb5',0.8645944146580318,0.9561282507466895,1.8569975868183584
"b""#-j\x1b\xe1\xfa\\'""",b'\xfc\x95\xc8{\x80oH\xf8',0.6864504423941729,1.5450662272682296,1.5215287905014034
b'\xc8?\x86{\xf0\xcbPK',b'\xfdi\x05\x9bb\xa3F\x9f',2.8449203968048096,8.936400413513184,3.548771619796753
b'\xd8\xae\x88O\xd1(Y\xbc',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.3980799225162007,0.39928965179057124,1.3171245637336684
b'\xc1\xcaoP\xed\xc5U\x1d',b'l\xad\x90n\xb0\xb9K\xb5',0.8263723558401437,0.85934483444848,1.81554280039137
b'i}\xf6#P\xabS\xf2',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.41180431842803955,0.40601420402526855,1.2793644953452852
b'\xb5Qk\xeb\xbedQ\xad',b'\xfdi\x05\x9bb\xa3F\x9f',2.7319578170776366,9.776653289794922,3.6081786155700684
b'\x1f\x8b\xee\x10@\xfd]\x12',b'\xfdi\x05\x9bb\xa3F\x9f',2.083224582672119,5.080140590667725,2.1933974266052245
b'\r%\x99\xcd\x86%\\\x91',b'\xfdi\x05\x9bb\xa3F\x9f',1.9837796688079834,5.173516273498535,1.8230538964271545
b'\x94@%\x98\xb7\xabZ|',b'\xfdi\x05\x9bb\xa3F\x9f',1.9275781631469726,4.953332948684692,1.7927638053894044
b'\xa3\xb1\xa4e8\xabT6',b'e?~\xfb\xb9QL\xe7',3.219738625552535,0.6016101416719667,1.0472902609274324
b'\xc3\xa6;:\xfcJV\x9b',b'l\xad\x90n\xb0\xb9K\xb5',0.7768437787334219,0.8014471274488285,1.7987801420741631
b'v\x14k#|3_\xca',b'\xfdi\x05\x9bb\xa3F\x9f',1.949050486087799,4.846339702606201,1.6916004419326782
b'\xa1\xd8N\x0eoxT\xf0',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.4169552032998792,0.3992793281236945,1.1964046099921188
b'g@qh\xd3rT\xd5',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.4879961723796443,0.4804028028487074,1.1198482256621574
b'9r\x16\x8f!\xbf]\xd5',b'l\xad\x90n\xb0\xb9K\xb5',0.7733786178174986,0.7780767967630419,1.7953475194442972
b'/ji\xa7\x97\xecQU',b'l\xad\x90n\xb0\xb9K\xb5',0.8402061503583713,0.9345001625204976,1.823689904435737
"b'\xf9BGe)""^\x89'",b'l\xad\x90n\xb0\xb9K\xb5',0.8475518792153405,0.9457126423430251,1.839621917613782
b'\x7f\x15\xe0\xe2\xa2;_?',b'\xfdi\x05\x9bb\xa3F\x9f',2.1435658931732178,4.875913619995117,1.968140959739685
b'kR\xb8l\xf4BZ\xfa',b'l\xad\x90n\xb0\xb9K\xb5',0.8068880117663663,0.9421623518951379,1.7958296067205295
"b'a.""\xc3jqX\x17'",b'l\xad\x90n\xb0\xb9K\xb5',0.8196138508676578,0.9299655131487474,1.8198699967607403
b'\xd5\x81v_\xb0\xe1[\xa3',b'\xfdi\x05\x9bb\xa3F\x9f',1.9794643878936768,4.622983074188232,1.6454360485076904
b'M\xa4\x94\xf2\x14Z[\x82',b'l\xad\x90n\xb0\xb9K\xb5',0.833080723662119,0.9439534997758979,1.7804396971483571
b'\x19\xba\xd0P\x93\x92Zp',b'l\xad\x90n\xb0\xb9K\xb5',0.838708119459091,1.0823381580661229,1.8672818891323755
b'\xa7\xa3\xd6-\xcd\x8eY\x1b',b'*\x10\x9a\xb4\xba\xd9@*',1.3261206449916496,0.3252871632575989,1.3512437343597412
b'\x0c\xdf\x7f\x98\xac?Z\xa0',b'\xfc\x95\xc8{\x80oH\xf8',0.9321422506949758,0.9924015162191114,1.9725374138623923
b'\xc2\x92\xbbn2\xd2S\x93',b'l\xad\x90n\xb0\xb9K\xb5',0.8143504626229635,0.8620314241701577,1.8679715517879631
b'\x1dB\xca\x98:pQG',b'.\x81\x0c\xd3q\x8dI\xab',2.2085061609872905,0.46550363685543844,1.3220600942812732
b';{\xb9F\x03\x06]\xe3',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.44669934961508523,0.4408403849182733,1.3262541463687747
b'z\xe5*\x92\x13\xacR\xb5',b'.\x81\x0c\xd3q\x8dI\xab',2.1852772476649767,0.49938603123801834,1.3644921950435216
b'\x15\xd6\xc0\xc7\x15!W\x17',b'e?~\xfb\xb9QL\xe7',2.15626288598184,0.4790764355421362,1.408026410345484
b'\xb6C\t\xb3\xc4!T\r',b'e?~\xfb\xb9QL\xe7',2.1363521858495305,0.5278056562773961,1.3420110233192915
b'W\x88\x1d\x0e\xfd\xf2^\xf7',b'l\xad\x90n\xb0\xb9K\xb5',0.9593401906158581,1.0992456030557285,1.7914186716079712
b'b\xe6La\xa9)WH',b'l\xad\x90n\xb0\xb9K\xb5',0.7974442544765827,0.7931755817386877,1.784002691764025
b'^T\xf2\xa9x0\\\xad',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.4222113334806207,0.4137876870479821,0.8284283988053754
b'\xbc#\x80~\xb2MU\xec',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.403255212509536,0.39617664861753743,0.7873886952324645
b'\xad\xc7!4\xc8#]k',b'*\x10\x9a\xb4\xba\xd9@*',0.8409734774613891,0.12428721154103313,0.6324635121082355
b'\x00R\xeb\x00\xb8\xb6P\xb7',b'\xfc\x95\xc8{\x80oH\xf8',1.0362609876623614,2.248503532852541,1.7956025928161998
b'su\xf1(\x86\xe3Q\x8a',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.40602367275009826,0.4039578957518759,0.7870248904787178
b'\x10\x81\x17Y\xf7p_\x93',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.5046372995558782,0.48200378744961125,1.3701957600624854
b'\xe6c\xf8\x10\xee\xfb_h',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.37715703988045435,0.3785186618614085,0.7416838532382523
b'\xbc\xe76\xb7\xd0\xa1QF',b'l\xad\x90n\xb0\xb9K\xb5',0.7482523568954801,0.7447400873891334,1.7746890238580395
b'W\x7f7\xb3p\xed_\xd0',b'l\xad\x90n\xb0\xb9K\xb5',0.7401513599932656,0.7204369916595745,1.7730297400203023
b'\x06\xfe\x0b\xb5\x80\xb9X\xc7',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.3635812961648003,0.3577271639869339,0.7622436439579116
b'\x14\x1f\x9a\xb1\xdb\\Pt',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.3911362075265033,0.3915238740173809,0.7720239497863456
b'\xd3k\xc8\xd7ybY\xc2',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.36378522897473714,0.3574294773437826,0.7373714031270844
b'\xb0\xecX\t\xf5\xc2X-',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.37847973579698124,0.3735340383752465,0.7761552176073606
b'%:\x870\x1d\xb5U\x01',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.5562153843224339,0.460748300763317,1.5290292826642635
b'\xadU\x84\x00\x06\x90X\x11',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.3900291394171376,0.3874714512763213,0.7785184325610369
b'`%\x9a\xa8\xc3\x88U\xcc',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.4532396169696374,0.44899766863851076,1.3476068338042837
b'-\xacb\xf0\x9d\xc7[\xf6',b'.\x81\x0c\xd3q\x8dI\xab',0.5850131148849886,0.5997658877093369,0.9171810195616158
b'\xd8a\xc8\xf7Q\xa0T\xd9',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.37623393581833187,0.3744282938573802,1.185247308380174
b'I\x04]\x80\xdf>W\xaa',b'\xfdi\x05\x9bb\xa3F\x9f',1.960582160949707,4.7943390846252445,1.8561752557754516
b't\xff\xe0\xf3S\x0eYo',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.45914285295310153,0.42658763466779553,1.3795194010767882
b'\ng\xc9\xb4MUUv',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.3317028880119324,0.3294431269168854,0.7027211411936245
b'\xd7\x02\xe7bA\xa9X\xda',b'l\xad\x90n\xb0\xb9K\xb5',0.7886622491725376,0.8617305235291287,1.809565713433563
b'r\xb0\x05*\xf5lT=',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.37049641763508034,0.36212833435796715,0.755394649736571
b'G4\xccZ\xf7\xdf^\xc3',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.3791957966876127,0.37740999247518003,0.7643908765089206
b'\x95mT\x11d\xc5\\m',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.37547484820821814,0.37160567707635506,0.7648814663103274
b'\x9e\x84A\xc0|\xa1\\B',b'l\xad\x90n\xb0\xb9K\xb5',0.7895617454653443,0.7238765344031203,1.801934596551492
b'N\xfe\xba\xc8\xca\xb0PR',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.352892754306915,0.3511948276035453,0.7238342578346875
b'n\xb3#\xd2\x0e\xbbQ\x94',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.37950462688561526,0.37434062657567446,0.7152362954079556
b'*_\x87+\xf7\n]\xa2',b'l\xad\x90n\xb0\xb9K\xb5',0.810180558547454,0.9809251159033187,1.8115614857509748
b'*\xa78}\xc5\xdfQX',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.4192508219052141,0.40977063592881074,0.8509052617369521
b'\x1d\x03Q\xa1x\x8eTQ',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.4245435672317623,0.4210298016867728,0.8256429564669193
b'\xec!]\xd3j\x91V[',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.3773982399519888,0.37203256395683576,0.7641567368369849
b'\x86@\xf2B\xa8\xa5\\P',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.36142801612625397,0.35756315554553203,0.7363546191727954
b'\x9f\xbeLHr}R\x07',b'l\xad\x90n\xb0\xb9K\xb5',0.8588047179559756,1.0724314588216282,1.8323662637904041
b'\x9e:|\xd1\xf1\xe1Uh',b'.\x81\x0c\xd3q\x8dI\xab',0.6765803382724216,0.6688682714196524,1.034331276189313
b'\xbeD3NM\xf3Q\xb1',b'e?~\xfb\xb9QL\xe7',1.583685533307415,0.2803203364256737,0.8222424973611334
b'x`5|o\x98^\xbd',b'e?~\xfb\xb9QL\xe7',3.3067214214142435,0.3661414887319753,0.8310905913994938
b'\xf5\x9b\xa0/b`V!',b'l\xad\x90n\xb0\xb9K\xb5',0.8041616021122285,0.9505226503272697,1.8366335210742444
b'r\xab\xd4\xda\xb6m^\xa5',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.3702105503888748,0.36462161716036,0.7620264995620911
b'5\x80\xb7\xda\n\xcaZh',b'e?~\xfb\xb9QL\xe7',1.1250895767526012,0.38041932796326683,1.1627218977323173
b'\x99\x02 \x82\xb1\xfe^\xb5',b'\xfc\x95\xc8{\x80oH\xf8',1.205381481439946,2.66562820424873,1.7892474229708495
b'\xad9\xb0\x83}TW ',b'l\xad\x90n\xb0\xb9K\xb5',0.8900752740520979,0.8154161804686437,1.8534494825049683
b'\x85\xba.\x98\x91[W\xc9',b'l\xad\x90n\xb0\xb9K\xb5',0.805929132429122,0.8750082190705436,1.8542728741997934
"b'\xefu\xb9\xdf""\xc9Z\xf8'",b'l\xad\x90n\xb0\xb9K\xb5',0.8620098466795528,0.9977903745882096,1.8219458797980965
b'\x07\xab\x19\xd2#\x87P\xc8',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.38232935270472934,0.3775489170737499,0.9670941798469318
b'Y\x8d\xbc\x86\x19\x9c]\\',b'e?~\xfb\xb9QL\xe7',1.1758306940333765,0.47444381816047027,1.1822226075303315
b'\x883}\x057\xaaS!',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.4316735021118029,0.4140420310234786,1.3296764295815715
b'\x8b\xc8\x7f\xad\x88\xf2R\xeb',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.3722534735455478,0.366586271373609,0.7669383736844141
b'\xf1H\x97s\xc7\xb5V\xf2',b'e?~\xfb\xb9QL\xe7',3.2409178956346985,0.7073183102606848,0.9507027692328935
b'\x03\xce3\xd6\xdc\xcf_\x99',b'.\x81\x0c\xd3q\x8dI\xab',0.38055143123984025,0.4011390235132786,1.2655678694191688
b'\xcem3)H<X\x16',b'*\x10\x9a\xb4\xba\xd9@*',1.0250285327658764,0.4853196965088939,1.1691184043884277
b'\xd6#\x1bz\xc8\x90RR',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.3543233409653889,0.3486021693534302,0.864700511475561
b'\xc2\\@\x8d\xe4J^$',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.3952242782701926,0.3857589429162391,0.7943242971651937
b'@@\x17\x8a\xeaQ_5',b'l\xad\x90n\xb0\xb9K\xb5',0.8105398575760703,0.8215740919113159,1.7990963603272996
b'\xc3\xab\x03\xc4I\xcdZ\xd2',b'e?~\xfb\xb9QL\xe7',3.5177180767059326,0.29695930002752413,0.9457988785897201
b'\x105\xc5yv\xfa]\xe3',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.3830683871677011,0.37981525169711083,0.7605319315902984
b'_f\x94Z\x17\xf5^\xa8',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.43531265452810886,0.42238251380075775,1.0862242976285985
b'T[\xad\xcd\xd5\xbfYi',b'e?~\xfb\xb9QL\xe7',1.3093579206298955,0.44190185293480194,1.1327857600825637
b' \x8c\xb9C^\xb5P\x9d',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.3572580814361572,0.3412310779094696,0.7438629865646362
b'\xe7{\xd2Gc\x9f^\x88',b'l\xad\x90n\xb0\xb9K\xb5',0.9108881216103119,0.9034386330299611,1.9117656331126622
b'\xbb\x82\xd0\xde\xfc\xafWE',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.38458467139683283,0.3789200025434363,0.828373543357388
b'\xd4\x1f\xdf\x8bNETG',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.38748806475156505,0.3843932226249809,0.8064905534723461
b'\x120}\xe7O\x96\\G',b'\xfdi\x05\x9bb\xa3F\x9f',1.8706244230270386,4.54298210144043,1.690615177154541
b'\xe5\xdd\x03\xbe\xe1\xb8^\xb7',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.39202437337003604,0.3876383563718615,0.7492123045599414
b'\x9c\xeb\x010\xbao\\\xa1',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.41629337087773227,0.4129044815588688,0.7942330042188772
b'.\x1cQ\xf0\xf9%Rg',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.3838779043847682,0.375619157394835,0.7883255604523713
b']\xd3\xa3bTUR\x88',b'l\xad\x90n\xb0\xb9K\xb5',0.8801605432261288,0.835332150378013,1.8736358186563165
b'\x84\x04\xc5\x0e\xa3aPH',b'e?~\xfb\xb9QL\xe7',4.5845705907135414,0.510695615009798,1.2119013583958371
b'Nngl\xa2JYI',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.42350303283325086,0.4206881935307274,0.803619854326829
b'7?n4\xd0\xa8W\x8e',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.3780774176120758,0.37076476216316223,0.7275536123948825
b'\x8f\x97\x89\x1ab0_b',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.38504023933664183,0.3740947241685005,0.7545182114438165
b'fSb\xcd\xdfX]q',b'l\xad\x90n\xb0\xb9K\xb5',0.8604993444782095,0.9149752159826202,1.8345536563671614
b'\xf3K^p\xde\xeaWv',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.3855640837431105,0.381997260167922,0.7544500136169605
b'jTc\xd2d\xf5Z\xe1',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.39862722927074357,0.3941694973472978,0.76916429059544
b'#K[S\xf7\xe8P~',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.39450195700776985,0.39027775342580073,0.7827247324100435
b'w\xa2Aa\xcd9Y\xcf',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.39967177377631247,0.3968324400576389,0.7855840945689508
b'\xfb\x1ce\x079j^\xab',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.39929747608009897,0.3942681436477361,0.8391544417247583
b'\x8c\r\x0e!r&X\x01',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.38308427348756824,0.3789533980326361,0.7633646130561829
b'\x9fb+U\xb9\x02[\xfd',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.37211951328992415,0.36201937587647753,0.741841209114662
b'\xce\x07\x03\n\xf5\xda]\xe5',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.37421604842285683,0.368780740001724,0.7604641917562077
b'\x878\xb1C\xb7\xe8X\x8b',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.40181045362837675,0.40015140671685384,0.8188802807213377
b'\x04\xea\xdb\x0e\xaa\xf8U_',b'.\x81\x0c\xd3q\x8dI\xab',0.837675929069519,1.5899269017529079,1.1980689055481961
b'\x1e\xae\xa53\x8etR\x86',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.3815692202018197,0.38520851152052166,0.7506929584630769
b':\x97\xb3X\xfe\x02^\xbf',b'.\x81\x0c\xd3q\x8dI\xab',0.5434999608572045,0.5165223303324734,0.5431840855199997
b'\xc0\xa3k\xd6 \x14RS',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.37167108058929443,0.37257957458496094,0.7301880717277527
b'\x02H\x93\xfbG\xab_%',b'l\xad\x90n\xb0\xb9K\xb5',0.8772826147996715,0.965556903009653,1.787238422905388
b'\xf3\xf9\xf4~\xd0\x80WB',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.396665297589205,0.38836786345679897,0.7397687655870702
"b""\x1f\xd0'\xa4\x98\xb0Uf""",b'\xfdi\x05\x9bb\xa3F\x9f',2.339955759048462,5.029611492156983,3.2971179485321045
b'hX\xba\xf8\x86\x11X\x96',b'.\x81\x0c\xd3q\x8dI\xab',0.6883088905623728,0.7070622625811669,0.824443798793335
b'n\xfb\x0e3\x98\xfc\\\xfc',b'l\xad\x90n\xb0\xb9K\xb5',0.7835556356782183,0.867638582594215,1.7750701412447323
b'+\xd3\x9d\x08\x11(Z\xbf',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.40475649263011965,0.392522953890134,0.777281824997338
b'U\xe6\xd8p1\x05T\xe8',b'l\xad\x90n\xb0\xb9K\xb5',0.755707631008059,1.0041723758305066,1.6235794434772077
b'\xe0\xd4\x06\xd2)\xfcQ\xb0',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.3762707117787075,0.364978697093762,0.6988038503615939
b';u8\xe2\xa2\xbeT\xdc',b'.\x81\x0c\xd3q\x8dI\xab',0.9881994875200534,0.7312221776164223,1.0194273028606786
b'\xa4\xadT\x9a\x06mW\xf4',b'l\xad\x90n\xb0\xb9K\xb5',0.6818735939764179,0.6040207511109176,1.7196299191448732
b'6\x03G\x8fY\xf7Yu',b'e?~\xfb\xb9QL\xe7',1.9906805753707886,0.347724538750575,1.0811258554458618
b'(M]\x8e\xe3\xd4XD',b'.\x81\x0c\xd3q\x8dI\xab',1.1693204607056775,1.7827475975475942,0.8630379811012272
b'\xce\x9b1\xf4T\x12W\x8f',b'*\x10\x9a\xb4\xba\xd9@*',1.1876287470487952,0.2561581829263552,1.217347321488019
b'\xe8.>S\x187W\x9c',b'.\x81\x0c\xd3q\x8dI\xab',1.2101791196067286,2.2072367481357444,0.8898449985234667
b'\xe8T\xe7\xb9\xb2wP\xea',b'l\xad\x90n\xb0\xb9K\xb5',0.795910604733427,0.8363476395606995,1.7678042106588487
b'\x13\xb8\xdd\xf5|C[\xbd',b'l\xad\x90n\xb0\xb9K\xb5',0.7590901255607605,1.016677975654602,1.349858546298455
b'\x1f\xea\xce\xb4\xc8\xd7SN',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.37130826711654663,0.3646603226661682,0.7595927831842276
b'\xe5gks\xfc\x9aYX',b'*\x10\x9a\xb4\xba\xd9@*',1.3101133684700184,0.9690444445739153,1.475082449254436
b'^\xad\x90ErIQ\n',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.440748967238663,0.4423246610361991,0.8885769771122617
b'o\x0ebu\x85\xd2T\xbd',b'.\x81\x0c\xd3q\x8dI\xab',0.8414409383753295,1.532372618520999,1.4507610921231728
b'\xech\xc8~\xebN^\x85',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.45816750271948453,0.4522495474516997,0.9488971949343603
"b'\xf8,\x1b\x99J\x8eT&'",b'l\xad\x90n\xb0\xb9K\xb5',0.8471390188405006,0.8158672017517937,1.9106909231133233
b'0\x9f\xe3\xaad>Z\xfa',b'\xfdi\x05\x9bb\xa3F\x9f',2.046755313873291,5.066658592224121,2.166569185256958
b'\xa1\xff\xcb\x7f\xa4\x97Pc',b'\xfc\x95\xc8{\x80oH\xf8',0.890106129188094,1.6988423458791315,1.7876351065668832
b'^)\xe5{\xacWY\x9b',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.4485953224412448,0.4444920510804778,0.8625888425998998
b'`cC\x89\xea\x84Z\xad',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.3957409283292759,0.3949047870648623,0.7461381614225806
"b'V\xc2\xbeCR""U\x11'",b'\x85\xab\xeb\xdc\xcdMF\xc7',0.39373256489706343,0.3900997626945711,0.7495729138893379
b'4\xab\xe1w\xfa\xbaX\x05',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.37915933027993765,0.37334718706649256,0.7454456219873935
b'9\x1e+\xc0\x8f~_4',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.3751459399415495,0.3665778225441611,0.7508989399030886
b'\xc6<\x9b\x00\xef\xfbS0',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.390549483420226,0.3883013108996268,0.7740826512264081
b'\x8a\xa9\xf9\xcf\xe1\x99S\xf2',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.350085715147924,0.3510833105479174,0.7330011492278713
b'\xaa\xd5\xc7\x8b\x14rZ\xba',b'\xfdi\x05\x9bb\xa3F\x9f',2.6109779357910154,6.926208877563477,3.3284969329833984
"b']\x87\x85\xb8,\xd5X\xdb'",b'.\x81\x0c\xd3q\x8dI\xab',0.9204783945372973,0.8372049827699553,1.335652893035529
b'3\xd3\x01\xcc3*R\xa9',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.6124500968207556,0.6036204299102749,1.280231594594776
b'\xc2\xe70\xf6\t\xf0W\xaa',b'l\xad\x90n\xb0\xb9K\xb5',0.889201283454895,0.8637392520904541,1.8618712425231934
b'\x98\x85I\x82\xee\xa0WH',b'\xfdi\x05\x9bb\xa3F\x9f',2.5777565956115724,6.719608402252198,3.254357481002808
b'<\xb6\x02]\xb6\xfb_`',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.4021096216966756,0.4008080128580565,0.7829038371653823
b'\xcc\xdf\xd3\x1e\xae?Y9',b'l\xad\x90n\xb0\xb9K\xb5',0.897774594928978,0.866990506213291,1.8106872418569162
b'\xa2-\xa4\x97~G\\~',b'l\xad\x90n\xb0\xb9K\xb5',0.8389424311316163,0.8548424250420548,1.7823312667108513
b'\xa7\xd5\xa4\xb3\xe4\x03T\xe2',b'l\xad\x90n\xb0\xb9K\xb5',0.7869625971697175,0.8163513278439736,1.7332398591984326
b'M\xb8\x92G\xf2\xc2W|',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.5918655311725514,0.5868010866401179,1.3044775077555395
b'W\xc2)\x94\x8f\xadY\x1d',b'e?~\xfb\xb9QL\xe7',2.651426076889038,0.6362596750259399,0.9437978468312451
b'\x12\x85\xaf\xa5\xfc\xb2[\xe2',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.4101784618227501,0.40532190263527135,0.7692326601552459
b'N\xf1M2\xf6\tRq',b'l\xad\x90n\xb0\xb9K\xb5',0.7184813050464492,0.8534543865603719,1.3244614601135254
b'K\x1c\x11\xbbQ3R!',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.3803983247716374,0.3751052061772818,0.7852366281572217
b'\xac\xa0\x92vP?R\xf7',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.4065600730001807,0.40024016838893495,1.1797580793020965
b'\x0c\x97\x8e\n\x06z^\xe6',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.41412990264140287,0.4127140894246146,0.7738373188508504
b'\x10\xfa\xb2\x9a5\xdcPK',b'.\x81\x0c\xd3q\x8dI\xab',0.3710316564460736,0.3810063097723094,1.257743651810134
b'(\xa9w\xb9\x13\xe4U\xe7',b'l\xad\x90n\xb0\xb9K\xb5',0.8262003660202026,0.7843343615531921,1.822430527082372
"b""\xbe\xb7%\x86'9_\xd9""",b'\x85\xab\xeb\xdc\xcdMF\xc7',0.3970012939778182,0.3925914644378847,0.7486824733017847
b'\x1e\x92o\x16\xca\x0bQ\xe7',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.39115672788654277,0.38997516398205845,0.8157317821596467
b'\xd5\xd3\xc59\x08!_8',b'.\x81\x0c\xd3q\x8dI\xab',0.7995461878170259,0.8632479191843252,0.8574382397812332
b'\x8fI\xe6\x19\x00\xd4_\xb4',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.3878026100015888,0.383937320882935,0.7613788209924105
b'\xc3\xeaP\x0f\x1e\xb7V\x83',b'*\x10\x9a\xb4\xba\xd9@*',0.6939363714104545,0.36396042062564715,0.7440446019172668
b'\xf1\xae\xe1\x01\xbc\xf3Sd',b'l\xad\x90n\xb0\xb9K\xb5',0.8393415265834635,0.9349402950750331,1.7416426509347995
b'\xc0B\x0c\xeb\xf9\xf1T\xfc',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.5804536938667297,0.5300596952438354,1.399935007095337
b'Z\x01\xbfi|\x81ZI',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.46218176229707886,0.45712849457914284,0.8436191846647751
b'\xa5{\xdaxnH[\x91',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.9008218627533413,0.5227272331519907,0.8094916274245131
b'y\xd5\\y\xd31W`',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.4539686834452696,0.4519415264326509,0.7837949958151317
"b'\xe7\x8f{\xa0\x07""SO'",b'.\x81\x0c\xd3q\x8dI\xab',0.37565949454410036,0.3832953218928984,1.2587075815321
b'\x191v\xcf\x8f\x88P\x1b',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.4022526594914068,0.3988594520782928,0.8757558695304908
b'q\xef\xce\x07\xca\xf5^\xe3',b'l\xad\x90n\xb0\xb9K\xb5',0.8274141296438691,1.0180514443734865,1.7855237002152475
b'\xc1p)M\xcc\xef^%',b'l\xad\x90n\xb0\xb9K\xb5',0.7810008877800811,0.7931126362773745,1.8467114062575876
b'R\xf0cs\x9b\xa4Q\xc5',b'l\xad\x90n\xb0\xb9K\xb5',0.7103410464156615,0.8612434030266848,1.1342184255582135
